"","ImageNumber","ObjectNumber","TP53BP1_Count","rH2AX_Count","Intensity_DAPI","Intensity_TP53BP1","MeanIntensity_TP53BP1_foci","MeanIntensity_rH2AX_foci","sample","treat","replicate"
"415",13,18,8,0,154.49143259041,5.02406350825913,0.0326581449830576,0,"FUSClone110","2h","R1"
"416",13,19,7,7,201.76539319125,3.77743192808703,0.0344566153495439,0.0296814168247629,"FUSClone110","2h","R1"
"417",13,20,5,1,139.560922143515,3.44219120871276,0.0315620445850002,0.0296818492934108,"FUSClone110","2h","R1"
"418",13,21,8,1,63.9667663229629,4.70125890057534,0.0298876759801282,0.0306146840254466,"FUSClone110","2h","R1"
"419",13,22,7,1,168.709133052034,4.20263984124176,0.0328919744878447,0.0279163808561862,"FUSClone110","2h","R1"
"420",13,23,7,1,106.892424489139,4.91410699603148,0.033234966431624,0.0249160754028708,"FUSClone110","2h","R1"
"421",14,1,8,19,221.165591859259,7.20720230648294,0.0319259800631294,0.0328384176834665,"FUSClone110","2h","R1"
"422",14,2,7,2,190.688854030101,4.07145802979358,0.0289412972894275,0.0245911856569971,"FUSClone110","2h","R1"
"423",14,3,12,13,200.690684896195,6.86530866054818,0.0317114383517014,0.0299054357305911,"FUSClone110","2h","R1"
"424",14,4,14,10,258.629816889763,8.56630814028904,0.0340359251423914,0.0312108349277299,"FUSClone110","2h","R1"
"425",14,5,1,1,91.9168387812097,2.09665066050366,0.0392309457063675,0.0271063805557787,"FUSClone110","2h","R1"
"426",14,6,16,11,261.069612544961,8.28856340865605,0.0308504401295842,0.0320518371564854,"FUSClone110","2h","R1"
"427",14,7,2,3,291.463218931807,4.06440835888498,0.0300354769486668,0.0308562162212294,"FUSClone110","2h","R1"
"428",14,8,17,16,259.842283466365,8.02224769885652,0.0342466588694369,0.0297997858605953,"FUSClone110","2h","R1"
"429",14,9,12,8,227.187473070109,6.09095906582661,0.0313168560932896,0.0326913662774281,"FUSClone110","2h","R1"
"430",14,10,3,3,225.682506108657,2.85360496700741,0.0333998514674407,0.0304919906443468,"FUSClone110","2h","R1"
"431",14,11,6,2,162.38251382485,4.67432673182338,0.0343917693114943,0.0243805263677449,"FUSClone110","2h","R1"
"432",14,12,7,6,288.869734518928,4.87841613451019,0.0341426475680235,0.028310731457239,"FUSClone110","2h","R1"
"433",14,13,7,11,211.308904253878,4.76813919143751,0.0343159295869843,0.0314434717910892,"FUSClone110","2h","R1"
"434",14,14,5,1,262.441291630035,4.17561611137353,0.0273243305273354,0.0278130359947681,"FUSClone110","2h","R1"
"435",14,15,13,11,206.718670075992,6.38513773633167,0.0318834456539311,0.0291830347044404,"FUSClone110","2h","R1"
"436",14,16,11,6,307.922775057843,6.53180747665465,0.0311311627606476,0.0280003121880548,"FUSClone110","2h","R1"
"437",14,17,8,3,160.539224045351,5.83172354381531,0.0359436253958847,0.0262982461601496,"FUSClone110","2h","R1"
"438",14,18,6,4,173.2887621962,3.91743346070871,0.0313012295368756,0.026437307966545,"FUSClone110","2h","R1"
"439",14,19,7,8,211.947906323243,4.29024189524353,0.0329460136777093,0.033012264973265,"FUSClone110","2h","R1"
"440",14,20,12,10,222.700893230969,5.75004200590774,0.0342632717543405,0.0310065401903608,"FUSClone110","2h","R1"
"441",14,21,17,12,244.175967685645,8.70438700518571,0.0344784806652497,0.0290911466625705,"FUSClone110","2h","R1"
"442",14,22,17,12,234.944183251355,8.5222705907654,0.0364032310645824,0.0342451955541248,"FUSClone110","2h","R1"
"443",14,23,8,5,222.722729062894,4.57401391607709,0.0373409384573322,0.0280907111691974,"FUSClone110","2h","R1"
"444",14,24,4,5,139.040406520246,4.14700544788502,0.0327851238875435,0.0279638302314914,"FUSClone110","2h","R1"
"445",14,25,9,7,156.125780732371,5.14515911601484,0.0352160280635679,0.0332399659081,"FUSClone110","2h","R1"
"446",14,26,12,11,185.498360296478,8.12347605056129,0.0367892181719618,0.0336381256008181,"FUSClone110","2h","R1"
"447",14,27,5,9,170.057710325578,4.4873426721897,0.034526859126412,0.0309286426981941,"FUSClone110","2h","R1"
