"","ImageNumber","ObjectNumber","TP53BP1_Count","rH2AX_Count","Intensity_DAPI","Intensity_TP53BP1","MeanIntensity_TP53BP1_foci","MeanIntensity_rH2AX_foci","sample","treat","replicate"
"1",1,1,5,23,90.5954075956251,4.74444192647934,0.0331870138237164,0.0285850018080857,"FUSClone110","15min","R3"
"2",1,2,1,12,107.119036246324,1.79363699862733,0.0289139389060438,0.0255888763377643,"FUSClone110","15min","R3"
"3",1,3,12,33,288.35578036285,8.49127953057177,0.0321243315824263,0.0282059719410724,"FUSClone110","15min","R3"
"4",1,4,8,47,149.136080685072,6.26942857843824,0.031821688945638,0.0299934400707317,"FUSClone110","15min","R3"
"5",1,5,9,26,396.765469875652,8.93968115118332,0.0315886010231887,0.0296957696004433,"FUSClone110","15min","R3"
"6",1,6,6,14,67.817609298043,3.42278175079264,0.0310552463142408,0.0283410953748846,"FUSClone110","15min","R3"
"7",1,7,14,22,196.730831437511,8.59893192304298,0.0333617131342972,0.0304621484927045,"FUSClone110","15min","R3"
"8",1,8,15,30,224.559335455764,8.8673838742543,0.032448795784208,0.0306104777155371,"FUSClone110","15min","R3"
"9",1,9,4,22,204.417380571831,4.89733734098263,0.033062909812563,0.0286954148248749,"FUSClone110","15min","R3"
"10",1,10,3,29,201.371710379608,3.38886094186455,0.0259886574931443,0.0302657745769256,"FUSClone110","15min","R3"
"11",1,11,13,28,190.39404964773,8.17940036789514,0.0324144021383804,0.0325370221949213,"FUSClone110","15min","R3"
"12",1,12,23,17,255.833051966736,13.0044557224028,0.0309613455437295,0.0273724013065319,"FUSClone110","15min","R3"
"13",1,13,23,31,295.700206869515,12.192462117644,0.0311700492663196,0.029744962655439,"FUSClone110","15min","R3"
"14",1,14,7,14,205.512596933171,4.71509883925319,0.031942978113147,0.0292791359666814,"FUSClone110","15min","R3"
"15",1,15,10,39,177.877485954436,6.45857942407019,0.0389069836912677,0.0278702533919048,"FUSClone110","15min","R3"
"16",1,16,10,26,127.297856536927,4.98025486501865,0.0268673737331604,0.0290140184462181,"FUSClone110","15min","R3"
"17",1,17,5,27,129.387915530475,3.80367744830437,0.0296522470749915,0.0290935778687629,"FUSClone110","15min","R3"
"18",1,18,5,36,153.331762340618,4.71294731553644,0.0291517510823905,0.028787542247418,"FUSClone110","15min","R3"
"19",1,19,12,16,142.135622911621,11.4265355227981,0.026376073712985,0.0263479079211718,"FUSClone110","15min","R3"
"20",2,1,28,28,106.695873081684,12.6746167046949,0.032376807339978,0.0312297800857071,"FUSClone110","15min","R3"
"21",2,2,23,33,193.407431671862,12.1507286769338,0.0342221642638688,0.033582751006671,"FUSClone110","15min","R3"
"22",2,3,26,48,427.262517572846,19.6968339143787,0.0346311436750397,0.0294045338557868,"FUSClone110","15min","R3"
"23",2,4,22,39,208.297765186056,10.8027009002399,0.0336278441773347,0.033601653813273,"FUSClone110","15min","R3"
"24",2,5,18,42,202.421073349891,9.95896854065359,0.0345949325421037,0.0330262386158777,"FUSClone110","15min","R3"
"25",2,6,3,57,241.015015470563,5.16685744281858,0.0293288573001822,0.0322402898037179,"FUSClone110","15min","R3"
"26",2,7,14,50,269.904799702112,9.0510414831806,0.0317602819436268,0.0318977275734202,"FUSClone110","15min","R3"
"27",2,8,11,25,130.322698171716,7.11227593105286,0.0324696398463132,0.029428881919027,"FUSClone110","15min","R3"
"28",2,9,8,27,106.101747608511,5.16136418329552,0.0300611859653145,0.030229843522154,"FUSClone110","15min","R3"
"29",2,10,8,22,197.838621066185,5.0746929300949,0.0304010397837763,0.0308854424568311,"FUSClone110","15min","R3"
"30",2,11,13,42,235.874587007798,9.11645692889579,0.0316494892726325,0.0304784583634983,"FUSClone110","15min","R3"
"31",2,12,9,55,290.283727101283,5.99430842371657,0.03156930576596,0.029758561517521,"FUSClone110","15min","R3"
"32",2,13,6,22,126.095262834337,7.32005802565254,0.0347493100083537,0.0276790666361818,"FUSClone110","15min","R3"
"33",2,14,9,17,127.738735583378,6.49785616016015,0.0335531763197785,0.0301229842398963,"FUSClone110","15min","R3"
"34",2,15,19,46,166.489220164251,10.934752499219,0.0316604098738868,0.0346190497444186,"FUSClone110","15min","R3"
"35",3,1,18,25,148.350423918571,10.022964887321,0.0282847659053803,0.0273049995189027,"FUSClone110","15min","R3"
"36",3,2,10,42,159.501427401789,7.50511944596656,0.0366354914770722,0.0327065742629763,"FUSClone110","15min","R3"
"37",3,3,6,36,168.654154882301,6.09463650081307,0.0304127797209234,0.0286518778800417,"FUSClone110","15min","R3"
"38",3,4,10,44,172.773159933044,6.43442439101636,0.0359131154951386,0.0356940465797547,"FUSClone110","15min","R3"
"39",3,5,11,42,99.4989858544432,7.8536355078686,0.034557633134024,0.0324519251489516,"FUSClone110","15min","R3"
"40",3,6,12,31,287.944869896164,9.77540252171457,0.0322638985286984,0.0281629154673365,"FUSClone110","15min","R3"
"41",3,7,15,51,126.824201478623,8.50997181166895,0.0324234915190135,0.0323809487572058,"FUSClone110","15min","R3"
"42",3,8,9,27,147.695110042579,6.58931873179972,0.0306359178302859,0.0337563959869908,"FUSClone110","15min","R3"
"43",3,9,14,21,219.422294055577,9.23495849315077,0.0291646531920233,0.0291175160525984,"FUSClone110","15min","R3"
"44",3,10,11,19,373.903335180599,9.09994665230624,0.0296895136252384,0.0263275750593251,"FUSClone110","15min","R3"
"45",3,11,7,17,103.648997115437,4.72268256847747,0.026770978083606,0.0297647573377104,"FUSClone110","15min","R3"
"46",3,12,7,11,397.248631613795,8.45323877944611,0.0278961079926895,0.0259700486024917,"FUSClone110","15min","R3"
"47",3,13,11,25,372.561441565165,8.59559020237066,0.0289568708028273,0.0290725943443819,"FUSClone110","15min","R3"
"48",3,14,15,27,138.381125187734,7.603967390256,0.0301425818715938,0.0312968500239571,"FUSClone110","15min","R3"
"49",3,15,12,28,284.662684907205,10.9046006680001,0.0288701632951116,0.0277590522225698,"FUSClone110","15min","R3"
"50",3,16,8,22,339.101107229246,8.23984137177467,0.025352695436191,0.0283363164750073,"FUSClone110","15min","R3"
"51",3,17,8,38,79.6778824748471,7.26074620545842,0.0348163604254036,0.0357981103946331,"FUSClone110","15min","R3"
"52",3,18,22,24,157.926223256858,12.0273137446493,0.0305650694847099,0.0282536330213796,"FUSClone110","15min","R3"
"53",3,19,12,24,216.40807273658,8.14351116283797,0.0318781666862951,0.0292937362999725,"FUSClone110","15min","R3"
"54",3,20,5,32,76.6117956952658,4.33841463387944,0.0341934701139551,0.0340780975823945,"FUSClone110","15min","R3"
"55",3,21,10,32,252.200641917065,10.8209202163853,0.0320843103194299,0.0263755827185924,"FUSClone110","15min","R3"
"56",3,22,6,22,209.119677408831,7.51992069417611,0.0302411243465919,0.0257952373256361,"FUSClone110","15min","R3"
"57",4,1,1,2,140.571557840565,2.26001374702901,0.0219233999960124,0.0243410010589287,"FUSClone110","15min","R3"
"58",4,2,12,22,197.441245682538,7.89585723332129,0.0345710552691127,0.0286086208912956,"FUSClone110","15min","R3"
"59",4,3,3,40,97.3853366358671,3.18707562820055,0.0316385642314951,0.0289075524807389,"FUSClone110","15min","R3"
"60",4,4,5,41,143.082475623814,4.86953540099785,0.034502098383382,0.0297934480378549,"FUSClone110","15min","R3"
"61",4,5,6,36,159.237751381937,5.78179602394812,0.0353053346083434,0.0308025057340263,"FUSClone110","15min","R3"
"62",4,6,4,34,234.4485853652,3.74135960778221,0.0249055845779367,0.0308663197160356,"FUSClone110","15min","R3"
"63",4,7,17,22,304.095354273915,11.0787976691499,0.0271852908427953,0.0261073118936225,"FUSClone110","15min","R3"
"64",4,8,10,27,103.367834508885,5.46265357593074,0.0298769656403197,0.0317735716508207,"FUSClone110","15min","R3"
"65",4,9,15,12,208.100801791996,7.89401088026352,0.0348409028991975,0.0298376405283639,"FUSClone110","15min","R3"
"66",4,10,9,48,310.948043938726,5.43074697512202,0.0322176918318426,0.0307731613617777,"FUSClone110","15min","R3"
"67",4,11,18,25,327.248951889109,10.3855955223553,0.0309116155933439,0.0291171594246741,"FUSClone110","15min","R3"
"68",4,12,9,31,266.700649363222,7.27423518919386,0.0348420551667611,0.0302037586827927,"FUSClone110","15min","R3"
"69",4,13,8,34,180.174304624554,7.02647446282208,0.0312614980053663,0.0320290427183093,"FUSClone110","15min","R3"
"70",4,14,2,12,88.104738307884,2.88668652111664,0.0250705730868503,0.0246866462748527,"FUSClone110","15min","R3"
"71",4,15,8,27,239.606592539465,4.98081945674494,0.0300739427504595,0.0291769381717503,"FUSClone110","15min","R3"
"72",4,16,0,4,197.221241247375,2.54862289852463,0,0.0272340596367774,"FUSClone110","15min","R3"
"73",4,17,13,19,296.619974910514,7.0056916452013,0.03071667113761,0.0277980955057554,"FUSClone110","15min","R3"
"74",4,18,15,47,243.196353723295,8.6005646425765,0.0297220916618038,0.0283732505933267,"FUSClone110","15min","R3"
"75",4,19,1,30,121.182834274601,3.86399636697024,0.0316962585119264,0.0299340545123278,"FUSClone110","15min","R3"
"76",4,20,0,35,242.778500881977,3.8704967063386,0,0.031698686597385,"FUSClone110","15min","R3"
"77",4,21,8,10,191.45316301845,5.09900054801255,0.0312655450826112,0.0263334996067783,"FUSClone110","15min","R3"
"78",4,22,23,26,231.172335945768,13.0093080811203,0.0298299025306176,0.028224567392647,"FUSClone110","15min","R3"
"79",4,23,8,12,109.468467797386,4.84670789632946,0.0289511648433593,0.0270336712730912,"FUSClone110","15min","R3"
"80",4,24,5,21,131.364111477276,6.03494320600294,0.0262978345634682,0.0266735186203904,"FUSClone110","15min","R3"
"81",4,25,10,40,191.310414870968,6.63085379451513,0.0275682678858617,0.0312343433048368,"FUSClone110","15min","R3"
"82",4,26,20,15,197.049882368417,10.5910582903307,0.0310139629295805,0.0263632415205158,"FUSClone110","15min","R3"
"83",4,27,6,35,193.416923012352,5.36075382307172,0.0319003203495716,0.0274779261292284,"FUSClone110","15min","R3"
"84",4,28,8,26,117.838087045588,6.6397345433943,0.0332326238557203,0.0316120530209341,"FUSClone110","15min","R3"
"85",4,29,10,38,123.486900746822,6.63122000684962,0.0300102246244289,0.0323842236228344,"FUSClone110","15min","R3"
"86",5,1,9,43,225.325109415688,8.96231027087197,0.0305418177841254,0.0298749661342341,"FUSClone110","15min","R3"
"87",5,2,13,20,150.145724344999,9.07396054291166,0.0311507145498427,0.0259807028269504,"FUSClone110","15min","R3"
"88",5,3,17,36,318.294728866778,9.07756166951731,0.0315643340714422,0.029706906192658,"FUSClone110","15min","R3"
"89",5,4,15,26,200.527901773807,8.74990466120653,0.0305165905076715,0.0302906890103841,"FUSClone110","15min","R3"
"90",5,5,7,9,209.135150062386,7.73696503322572,0.0278032044973013,0.0269494588270755,"FUSClone110","15min","R3"
"91",5,6,7,23,161.036286600633,5.35535213071853,0.0317772064251828,0.0295329620438399,"FUSClone110","15min","R3"
"92",5,7,5,24,286.064989119768,6.23811707901768,0.030820935619995,0.0293150324245784,"FUSClone110","15min","R3"
"93",5,8,7,13,446.146838993533,8.25897617451847,0.0296140073222064,0.0263751239128207,"FUSClone110","15min","R3"
"94",5,9,1,9,162.543542312458,4.33347069402225,0.0267795836552978,0.0267370979302566,"FUSClone110","15min","R3"
"95",5,10,1,20,105.611688817153,3.18287940160371,0.0307164113037288,0.028940671224408,"FUSClone110","15min","R3"
"96",5,11,6,15,311.095507194521,7.37332726316527,0.0314854295746911,0.0262501823094583,"FUSClone110","15min","R3"
"97",5,12,6,15,367.280904291663,7.12625319813378,0.0375545905607324,0.0271262638074098,"FUSClone110","15min","R3"
"98",5,13,1,11,330.558603224577,4.54332802654244,0.0185473407618701,0.0265129418740973,"FUSClone110","15min","R3"
"99",5,14,2,33,185.438315971289,3.72484932956286,0.0334615090861917,0.0283503999100334,"FUSClone110","15min","R3"
"100",5,15,10,32,226.86521782726,7.39693299774081,0.0302325605081084,0.0305132411867654,"FUSClone110","15min","R3"
"101",5,16,3,26,221.274800417246,3.61925690690987,0.035909366804413,0.0318069535228062,"FUSClone110","15min","R3"
"102",5,17,8,14,75.7583890603855,6.69025717210025,0.0278779671318049,0.0270335011402062,"FUSClone110","15min","R3"
"103",5,18,1,32,139.026856308803,1.8151369607076,0.0299267563968897,0.0299839232621108,"FUSClone110","15min","R3"
"104",5,19,5,30,115.400198843097,4.71383233601227,0.0284311860178908,0.0324974522562527,"FUSClone110","15min","R3"
"105",5,20,10,28,163.478325048462,7.65502408077009,0.0299626702696964,0.0301180822301261,"FUSClone110","15min","R3"
"106",5,21,2,18,75.8828417081386,3.92889298754744,0.03806760396886,0.0314359518279772,"FUSClone110","15min","R3"
"107",5,22,5,25,109.167376668891,5.23167776293121,0.0284642561199144,0.028180065936537,"FUSClone110","15min","R3"
"108",6,1,3,43,167.890196606982,4.36902422667481,0.0266750593204051,0.0307702284038141,"FUSClone110","15min","R3"
"109",6,2,7,29,167.730251457077,6.34015416447073,0.035698837986382,0.0288519175713761,"FUSClone110","15min","R3"
"110",6,3,15,28,173.351904146606,7.3674220261164,0.0313844356787804,0.0294011369119581,"FUSClone110","15min","R3"
"111",6,4,2,35,266.245899922214,4.84666212368757,0.0323125046988328,0.0299958810911717,"FUSClone110","15min","R3"
"112",6,5,8,25,229.772595476359,5.20244148257188,0.0329375845535348,0.0297416437906762,"FUSClone110","15min","R3"
"113",6,6,12,25,221.929275038186,5.97732514468953,0.0294182863042113,0.0279957389872401,"FUSClone110","15min","R3"
"114",6,7,5,31,187.74068900547,5.94802781613544,0.0352372460555914,0.0312832452593674,"FUSClone110","15min","R3"
"115",6,8,9,46,270.186359108193,6.81593044777401,0.0282899723096703,0.0303436028385339,"FUSClone110","15min","R3"
"116",6,9,15,24,294.592066277284,8.20817890251055,0.0326994011061828,0.0282958855707132,"FUSClone110","15min","R3"
"117",6,10,12,18,254.83415035205,7.93789582443424,0.0336850673610729,0.0281900419623923,"FUSClone110","15min","R3"
"118",6,11,4,39,224.942397835199,5.37892733048648,0.0255865187306578,0.0296347951442108,"FUSClone110","15min","R3"
"119",6,12,11,14,374.129260323709,9.06898610293865,0.0344009319267726,0.0275581235010536,"FUSClone110","15min","R3"
"120",6,13,3,47,229.362844992895,4.0644999104552,0.0336893770998965,0.0309917937989214,"FUSClone110","15min","R3"
"121",6,14,2,40,142.764370779973,2.77148090768605,0.0294732247841441,0.0305491308788782,"FUSClone110","15min","R3"
"122",6,15,6,32,271.786420354387,7.23234918573871,0.0377021611340482,0.0294809408328437,"FUSClone110","15min","R3"
"123",6,16,11,11,240.966446243459,6.64376290352084,0.03071866193625,0.0267834554824533,"FUSClone110","15min","R3"
"124",6,17,4,20,177.557138035772,5.11570921423845,0.030226628377568,0.0270169800509018,"FUSClone110","15min","R3"
"125",6,18,11,29,274.012711538468,7.06324869464152,0.0283207513343591,0.0285672498649144,"FUSClone110","15min","R3"
"126",6,19,5,15,77.9738769154064,4.55140004656278,0.0330439460556954,0.0284295031564379,"FUSClone110","15min","R3"
"127",6,20,5,28,279.102800860768,6.39171440410428,0.0257437381782525,0.0282834298229972,"FUSClone110","15min","R3"
"128",6,21,8,25,97.1217064328957,4.62243079440668,0.0303843898000196,0.0285092727836986,"FUSClone110","15min","R3"
"129",6,22,10,44,191.637385261711,6.27159537398256,0.0281909377320803,0.0279283258636442,"FUSClone110","15min","R3"
"130",6,23,7,22,138.82360619423,5.78260475234129,0.0302711833580429,0.0273056529954273,"FUSClone110","15min","R3"
"131",6,24,13,16,155.675853181165,9.87643250636756,0.0299869614217478,0.0260182204564588,"FUSClone110","15min","R3"
"132",6,25,7,17,131.573556617834,6.33437100565061,0.0263177040476529,0.026183312118144,"FUSClone110","15min","R3"
"133",6,26,7,20,101.089830401354,5.55681700864807,0.0298458078850796,0.0253998914403326,"FUSClone110","15min","R3"
"134",7,1,4,13,171.974869142286,4.65949496114627,0.0338099873857573,0.0278357271475982,"FUSClone110","15min","R3"
"135",7,2,10,45,193.096788733033,7.92458996945061,0.0316300570603959,0.0308852069889702,"FUSClone110","15min","R3"
"136",7,3,4,33,94.4042425411753,4.0731060039252,0.0328910125419497,0.0284481392731633,"FUSClone110","15min","R3"
"137",7,4,10,26,225.870833137538,6.48815141129307,0.032562160334949,0.0299934177284201,"FUSClone110","15min","R3"
"138",7,5,10,30,190.384176946711,6.56130316853523,0.0343666999756048,0.0280159240521767,"FUSClone110","15min","R3"
"139",7,6,7,30,213.777829215629,6.45918978471309,0.0317272606475781,0.0262973889842086,"FUSClone110","15min","R3"
"140",7,7,8,33,177.067430120194,4.48740371293388,0.0303592231124639,0.0298881005757743,"FUSClone110","15min","R3"
"141",7,8,8,33,228.938750889152,6.16855119401589,0.0311241133511271,0.0284158190794326,"FUSClone110","15min","R3"
"142",7,9,2,20,196.144274660386,4.82957202894613,0.0260299844667315,0.0270532790751885,"FUSClone110","15min","R3"
"143",7,10,6,38,197.053727693623,5.89546048804186,0.0353468108240998,0.0331639843067255,"FUSClone110","15min","R3"
"144",7,11,13,13,283.402198106283,7.18982228264213,0.0304680968796434,0.0273483292554529,"FUSClone110","15min","R3"
"145",7,12,10,16,194.596109681996,7.74151221499778,0.0315559878621605,0.0263730045495463,"FUSClone110","15min","R3"
"146",7,13,6,29,272.44358043978,6.41744110942818,0.0267468662975016,0.0282059592239325,"FUSClone110","15min","R3"
"147",7,14,4,14,292.932174502406,6.50486005656421,0.0288309683091938,0.0275080747401532,"FUSClone110","15min","R3"
"148",7,15,7,36,242.231190183898,6.97105368203484,0.0379999470580242,0.0319233512640445,"FUSClone110","15min","R3"
