"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrez"
"ENSG00000004455",3305.47700716575,-0.00209544920407734,0.157015165937102,-0.0133936021303577,0.989313771145506,0.996476352188709,204
"ENSG00000004468",1.66414620910129,-0.201411977329524,0.290732630542093,-0.840623626046294,0.40055881870667,NA,952
"ENSG00000004478",6870.02922170269,0.778566071742525,0.175120570916689,4.44360343779551,8.84645951636531e-06,0.000263246090117044,2288
"ENSG00000004487",3414.6896164785,-0.043507071935093,0.138780492007027,-0.313487563825195,0.753910267517816,0.900329304376791,23028
"ENSG00000004534",1903.29560746653,-0.0841244462576118,0.124043829072217,-0.6781653313087,0.497666871392754,0.756869788414942,10180
"ENSG00000004660",594.980641432773,-0.136772250928275,0.143561832515122,-0.95318743704649,0.34049511050169,0.638193571467853,84254
"ENSG00000004700",809.502404799246,0.285556093341675,0.175676203150172,1.62594445511345,0.103961471983557,0.332303876776377,5965
"ENSG00000004766",308.580374520287,-0.186879712691696,0.154579600568076,-1.20939406980509,0.226511485850924,0.513456665393104,55610
"ENSG00000004776",12.5872522214478,0.29500058979705,0.336645606546174,0.838085167573744,0.40198287260542,0.690838867692439,126393
"ENSG00000004777",597.122845745178,-0.394232849307031,0.237378446917974,-1.66178842599145,0.0965552037042436,0.318326089445691,115703
"ENSG00000004779",970.992588839921,-0.14885545979165,0.21928502391281,-0.678718660645454,0.497316140150201,0.756667205406601,4706
"ENSG00000004799",100.787419628359,-0.613547807138802,0.357694388083046,-1.82820798145197,0.0675183436156419,0.253590677342157,5166
"ENSG00000004838",27.6291126521762,0.138548234136518,0.346808010399084,0.41678280482117,0.676837280821982,0.860832518469576,51364
"ENSG00000004846",24.9458174514081,-0.17726875731234,0.330038324395134,-0.53807962901966,0.590522075500419,0.81428786194444,340273
"ENSG00000004848",1.14105760943516,0.122669873172054,0.265341528795111,0.39605558970948,0.692064019378684,NA,170302
"ENSG00000004864",972.132570316274,0.00519345135118871,0.13287285882627,0.0390432632742386,0.968855895787352,0.990190113352751,10165
"ENSG00000004866",284.739515296244,0.23386310756573,0.175611704845098,1.32838276483032,0.184051690257092,0.458309888102612,7982
"ENSG00000004866",284.739515296244,0.23386310756573,0.175611704845098,1.32838276483032,0.184051690257092,0.458309888102612,93655
"ENSG00000004897",1899.11201212349,0.175965863564242,0.132681679463597,1.32616647881286,0.184784559977388,0.459045204456692,996
"ENSG00000004939",3.25153581232132,0.49328950699662,0.338125556417602,1.59260407023103,0.11124903987202,NA,6521
"ENSG00000004961",468.638759262085,0.130737268196901,0.188064598535605,0.694210614358604,0.487550137038519,0.749450016564437,3052
"ENSG00000004975",1153.24451584679,-0.00705119595659145,0.148969929896642,-0.0473883335236195,0.962203727074692,0.988165136298542,1856
"ENSG00000005001",4.36425860447835,-0.713740280861375,0.346078581667697,-2.19717967868534,0.0280076163264417,0.143644541816709,64063
"ENSG00000005007",3246.92629804218,0.214317434368139,0.140491492438935,1.52547324695614,0.127141101432269,0.371887721689386,5976
"ENSG00000005020",9.46296419159974,-1.36620904039476,0.359824095672264,-3.80253470607836,0.000143223194889931,0.0025735183500641,8935
"ENSG00000005022",8903.2206652721,-0.23917743225899,0.168657287888993,-1.418037076628,0.156179940325083,0.418321713212033,292
"ENSG00000005059",236.519586925208,-0.241826275070834,0.193987781079723,-1.24684369260462,0.212454816226628,0.495152247904963,55013
"ENSG00000005073",321.467258471544,-0.044331826552104,0.213727680387921,-0.207171270433881,0.835876103439947,0.938200435422534,3207
"ENSG00000005075",2045.13971956494,-0.0668978397808418,0.193323955303816,-0.346041540817984,0.729311495953328,0.887889473636284,5439
"ENSG00000005100",1113.77964672395,0.320127460582658,0.170104616952272,1.88113921495818,0.0599529837600914,0.235918860726317,56919
"ENSG00000005102",12.0420266254926,0.18144670601072,0.347110861832506,0.500320518901097,0.616849408355826,0.828906487657476,4222
"ENSG00000005108",3.320720652398,-0.506982815116447,0.309105125730387,-1.39179520004932,0.163984423904612,NA,221981
"ENSG00000005156",849.839185966987,0.173372719553363,0.155222478906013,1.11710362682484,0.263950019968553,0.556720148642061,3980
"ENSG00000005175",656.348694977198,0.0255326646494307,0.15949741276974,0.159816382212192,0.873025718815534,0.953929939840065,79657
"ENSG00000005187",54.6772183516686,-1.10162376185777,0.312024040227809,-3.51745102352782,0.000435712748373793,0.00641788048248436,6296
"ENSG00000005189",198.236254465724,0.14869964818341,0.194262310548952,0.765962236649347,0.44369877225463,0.71851949705506,81691
"ENSG00000005194",1181.83895078252,0.0929362129790989,0.198822591277276,0.467262771012447,0.640311888637968,0.843195762212027,57019
"ENSG00000005206",636.510805450761,0.230303752522298,0.154273970557885,1.49252337346774,0.135561994477948,0.386098560206071,56928
"ENSG00000005238",691.021829791476,-0.632617242728453,0.1900970949938,-3.3270828570226,0.000877602745906941,0.0112316015646503,80256
"ENSG00000005243",250.082264934183,0.0683452832390078,0.216821005413846,0.314830666413511,0.752890226431838,0.900163475740835,51226
"ENSG00000005249",538.449757015032,-0.0958995005848353,0.161339537067172,-0.594247147635053,0.552346822709998,0.791174580776591,5577
"ENSG00000005302",519.027952038718,0.127265642178159,0.158070863859505,0.804798051570203,0.420936226223921,0.70518764702094,10943
"ENSG00000005339",3263.5653681397,0.180359297852974,0.201116294972743,0.896967523323424,0.369736247056034,0.664166241212111,1387
"ENSG00000005379",268.155740324603,-1.64750198055802,0.3453660253206,-4.79242541913167,1.6477703452147e-06,6.4384984722317e-05,9256
"ENSG00000005436",431.957243790565,0.066009975880507,0.154428713529333,0.427526084642198,0.668996190205841,0.856661249220738,6936
"ENSG00000005448",1174.98101232655,-0.083584681209491,0.197503780724212,-0.423186421837476,0.672159252642669,0.858171643846894,84058
"ENSG00000005469",184.331821449906,-0.343987178748798,0.173532937991939,-1.98215750767564,0.0474616148306683,0.203271541720699,54677
"ENSG00000005471",127.319939894735,-0.638211131077263,0.224101922937522,-2.84614367348095,0.00442522240131647,0.0385466073129902,5244
"ENSG00000005483",1374.48754147634,-0.0556572260558166,0.201616108590038,-0.276047477116427,0.782511600903703,0.913916509796662,55904
"ENSG00000005486",1406.26678345391,-0.600028834750461,0.183054599055108,-3.27693294625723,0.00104941288113345,0.012924348115012,57414
"ENSG00000005513",62.3477824210986,0.603233080314213,0.329209165811799,1.85292329553554,0.0638933535941204,0.245569177768394,30812
"ENSG00000005700",547.765478214653,0.134220354120158,0.157779391456627,0.850690327626435,0.394941397563749,0.68588570078386,25998
"ENSG00000005801",491.872634434702,-0.12275043920145,0.164931472672318,-0.744677652179792,0.45646661223431,0.727713418320206,7748
"ENSG00000005810",749.847587319067,0.239540730733369,0.217226347566694,1.10264002319867,0.27018352221408,0.564246993230567,23077
"ENSG00000005812",359.861817522316,-0.157237082186208,0.172784270818516,-0.910041758752177,0.362800487634824,0.657697653083573,26224
"ENSG00000005844",1.12203791471791,-0.134654639136128,0.250606514545325,-0.486600656699483,0.626541358092315,NA,3683
"ENSG00000005882",745.162860492803,-0.3693524429253,0.144962390509491,-2.54798837144924,0.0108346082556985,0.0735583830736196,5164
"ENSG00000005884",11627.7568529057,0.105014852412574,0.122784890350665,0.855349833504084,0.392357507139029,0.683710083926565,3675
"ENSG00000005889",402.35553174255,-0.0605844865849069,0.179376189204394,-0.337847198798289,0.735478339456431,0.891195125696529,7543
"ENSG00000005893",2729.75064868218,0.25298768344935,0.12647916956824,2.00065834907393,0.0454292208772527,0.197603006485764,3920
"ENSG00000005961",44.0204783268691,0.0195499023948484,0.283639370124549,0.068289016202853,0.945555567518823,0.982682963881477,3674
"ENSG00000006007",1109.57026809172,0.0211489888996823,0.130897046525894,0.161243187387937,0.871901867500381,0.953843874811021,51573
"ENSG00000006015",729.668213845096,-0.046899478129099,0.208145157187912,-0.225338092128202,0.821716268348133,0.932095445778491,55049
"ENSG00000006016",321.435164665612,0.309945007572748,0.240099222343467,1.29741186033092,0.194489513834577,0.472167893053716,9244
"ENSG00000006025",245.396450970639,-0.493792217403053,0.194019622004181,-2.54580312787151,0.0109026657830343,0.0738647728738677,114881
"ENSG00000006042",1431.46344627192,-0.265561922300443,0.144544115264893,-1.83727164860057,0.0661698031006221,0.251164716211615,26022
"ENSG00000006047",380.588546988294,0.931601325118575,0.16454546771603,5.66870088637972,1.43884302051326e-08,9.94250183839232e-07,51087
"ENSG00000006062",1289.14318679448,-0.475462930112152,0.270222696662058,-1.76382397038077,0.0777616204792028,0.278291407281992,9020
"ENSG00000006071",23.9196626088554,0.405765769532651,0.315598756042804,1.25298482564793,0.210211229139482,0.492285867217128,6833
"ENSG00000006118",5628.47351041528,-0.463111402795513,0.155828531375923,-2.97265719527961,0.00295233987127582,0.0283292556520558,54972
"ENSG00000006125",5430.77091668415,0.315917980081919,0.124849867071866,2.53048547418665,0.0113904801225811,0.0762773224989235,163
"ENSG00000006194",750.771680546948,0.138690501206027,0.149349383344383,0.928662085455758,0.353064235521981,0.65006247656193,10127
"ENSG00000006210",172.436293045549,-0.685831990732682,0.281499076694299,-2.4422352140556,0.0145966328997596,0.0907878506334777,6376
"ENSG00000006282",1941.00842121251,-0.328244940193213,0.165814796337453,-1.97965581267617,0.0477422169141068,0.204218473347588,64847
"ENSG00000006283",209.818015210496,0.129799733072732,0.209175494495002,0.628662738550138,0.529569877263171,0.777477749365694,8913
"ENSG00000006327",8192.17846154848,0.144054837483968,0.222061245374972,0.648791342788139,0.516473253925031,0.769329951159161,51330
"ENSG00000006432",1147.3057210829,0.363787210808729,0.245300536114343,1.48250641439909,0.138205598116517,0.389266813898962,4293
"ENSG00000006451",1252.00923815537,-0.305988259098468,0.149493717376964,-2.04663494388993,0.0406939411858024,0.184292175448718,5898
"ENSG00000006453",1519.75827369285,-0.310377218288327,0.136802490308918,-2.26890281331778,0.023274236615432,0.126874017470015,55971
"ENSG00000006459",188.446152455864,-0.0714084387586962,0.258369002224197,-0.276475124884265,0.782183162809085,0.913752521050926,80853
"ENSG00000006468",51.2550637899206,0.0561515425339405,0.292795567801102,0.16467347529188,0.869200995575884,0.952785515631187,2115
"ENSG00000006530",452.721248771083,0.325582412956771,0.144487669395612,2.25335156414383,0.0242369909300602,0.130172404246989,55750
"ENSG00000006534",2773.82410908409,0.526136646721957,0.162646150471868,3.23699863519608,0.00120793989459896,0.0144029521190398,221
"ENSG00000006576",1162.91589784059,0.15814055788662,0.143046330697424,1.10553309872218,0.268928660613671,0.562439465707568,57157
"ENSG00000006606",156.067361481237,-0.126178556404867,0.266497716531733,-0.472748569465108,0.636392570639193,0.84113924917535,10344
"ENSG00000006607",930.596321375774,0.200545107259309,0.168709896329727,1.18802609199854,0.234823130215044,0.52298052102403,9855
"ENSG00000006611",287.332757233618,-1.19637220632546,0.213779609035114,-5.60892177107789,2.03591017851638e-08,1.3567463558579e-06,10083
"ENSG00000006625",772.809316474564,-0.106596693691014,0.195027302917435,-0.546753263192837,0.584548256007563,0.81052532005664,79017
"ENSG00000006634",676.224191517853,0.261973431355962,0.15410646714152,1.70015075360261,0.0891025726760244,0.302922267879263,10926
"ENSG00000006638",79.1847014552834,-0.787553842956473,0.259939480882298,-3.03817740638041,0.00238013788204408,0.0242752844314273,6915
"ENSG00000006652",711.355643388897,-0.0168241348705772,0.171228099319509,-0.0982832834211579,0.921707351808156,0.974222245582258,3475
"ENSG00000006695",432.217537869503,-0.121388347975234,0.153674890003476,-0.790134006504067,0.42944951165857,0.70975882040685,1352
"ENSG00000006704",1096.58686459914,-0.0274121562271496,0.134148998453848,-0.204020152708629,0.838337750533492,0.939028379667391,9569
"ENSG00000006712",2153.90003887397,-0.262802129717058,0.171009031649677,-1.53612875281542,0.124506805645986,0.367713231853125,54623
"ENSG00000006715",1197.95585682071,-0.196259994621681,0.152979997210793,-1.28289873149263,0.199527557334188,0.478955163755185,27072
"ENSG00000006740",304.996323469483,0.00212422694270736,0.208682777131867,0.0112183204722332,0.991049263040233,0.996774870350909,9912
"ENSG00000006744",1556.43104201831,0.0477339638625902,0.179961393681135,0.265192323602356,0.790861308145671,0.918057165417197,60528
"ENSG00000006747",32.3164823360111,0.0897926462130324,0.323303284186649,0.302952968995944,0.761925703523451,0.904350342207326,85477
"ENSG00000006756",28.464370959043,-0.97204006864151,0.315981445797343,-3.11741309421373,0.00182445728573099,0.019669751009305,414
"ENSG00000006757",164.213405805512,-0.225758984325812,0.206115098244098,-1.09585246324625,0.273143345049545,0.567059826024094,8228
"ENSG00000006788",255.584537161173,-0.322574894651948,0.159668265074883,-2.02056250887382,0.0433250732307561,0.191611098761335,8735
"ENSG00000006831",2349.11397054101,0.612196376596604,0.147752408974457,4.14288419950875,3.42965142940394e-05,0.000818758976503947,79602
"ENSG00000006837",16.7739736495411,0.00374456155579719,0.346709244146352,0.0132975013194396,0.989390441670831,0.996476352188709,51265
"ENSG00000007001",3.85289382011494,-0.0639141937339833,0.347187913038037,-0.180513168807345,0.856749716995851,NA,151531
"ENSG00000007047",1065.29648195464,0.143548135439636,0.147322084532107,0.974187906884868,0.329963248033763,0.627445119910541,57787
"ENSG00000007080",2852.82907225751,-0.0832346979481947,0.21540548996669,-0.386257018946194,0.699306329016711,0.872100044035375,115098
"ENSG00000007129",4.17701014571131,-0.112726068930421,0.350886793445675,-0.313840973568011,0.753641823032427,NA,90273
"ENSG00000007168",1733.07765289239,-0.0374768461927323,0.114513145927018,-0.327282296089778,0.743454381449451,0.895506586153772,5048
"ENSG00000007171",41.4453590142736,1.35278537800635,0.274817703669741,4.89783692224139,9.68973983621681e-07,4.13964984870076e-05,4843
"ENSG00000007174",2.20732321151582,0.351438213444834,0.309257644092285,1.57989386403363,0.114131174668843,NA,1770
"ENSG00000007202",3640.41134762305,0.0908818538707741,0.137313486897641,0.661830583347867,0.508079803489367,0.763481527131114,9703
"ENSG00000007237",295.590503657287,0.033946452206455,0.166974743889984,0.205471561794851,0.837203714479564,0.938725776671014,8522
"ENSG00000007255",222.746111967542,-0.0942919470655767,0.220270291879636,-0.428793898853525,0.668073219305619,0.856383443121109,79090
"ENSG00000007264",133.707118186867,-1.09646600680848,0.240739868719486,-4.58298541671529,4.58384019867357e-06,0.000154485167546786,4145
"ENSG00000007312",1.38140256268293,0.0659471458194812,0.281452723038996,0.191338063373474,0.848260741676842,NA,974
"ENSG00000007314",10.249447107816,0.256282898303135,0.357500474628603,0.714936788036841,0.474648103802842,0.739722527322192,6329
"ENSG00000007341",330.75797334685,0.0667278660949809,0.150047004856666,0.44492521838086,0.656373797388941,0.85047987784268,54879
"ENSG00000007350",2.06438394720192,0.355194752244666,0.301308396430552,1.56657910559925,0.117213104907035,NA,8277
"ENSG00000007372",2.33978420396901,-0.0478697645693958,0.293577137417232,-0.155759341021565,0.876222720545269,NA,5080
"ENSG00000007376",810.243179354193,-0.246902545972065,0.218316224825108,-1.13019351128086,0.258394693333034,0.549960054275333,113000
"ENSG00000007384",742.819393649919,0.321447031109515,0.184261289570403,1.74473105272544,0.0810316953171416,0.285377915165141,64285
"ENSG00000007392",743.406122937202,0.242881267086971,0.177260660161517,1.37057118273048,0.170508671343774,0.439455196464667,55692
"ENSG00000007402",309.897315985916,0.122325971457628,0.222810814295977,0.551303562678937,0.581425596648323,0.809139809882313,9254
"ENSG00000007516",475.074927714661,-0.209958047979858,0.231158314966566,-0.909554379712317,0.363057566914498,0.657920966118028,8938
"ENSG00000007520",1513.85721173218,-0.246961519691928,0.218932762160132,-1.12731712994555,0.259608422381016,0.551184034975146,115939
"ENSG00000007541",547.797205799638,-0.515874474111363,0.195363574609939,-2.63933119439913,0.00830697819991447,0.0613768550745026,9091
"ENSG00000007545",434.541882049232,0.0716586216870703,0.150853815183578,0.474784717187997,0.634940427127574,0.840560296365823,57585
"ENSG00000007866",1795.88719373984,0.00958404194900404,0.155436517019182,0.0614746451375263,0.950981206455176,0.984545249035947,7005
"ENSG00000007923",616.986209966055,0.144037241069319,0.184681130990601,0.779539499566616,0.435661979035444,0.713411647896451,55735
"ENSG00000007933",7.00482688544974,-0.365300484798802,0.352219564315433,-1.44869524916275,0.147422707806142,0.40444023436505,2328
"ENSG00000007944",301.409246685244,0.0754527003709151,0.169540243155026,0.445415261817775,0.656019684980061,0.850377685514161,29116
"ENSG00000007952",6.79987867442874,-0.145029579402246,0.359215861740644,-0.403501103441588,0.68657962314976,0.866060428586755,27035
"ENSG00000007968",691.183129193018,0.0145152541633119,0.171904342909454,0.0849564612843126,0.932296004376061,0.97820953472152,1870
"ENSG00000008018",3411.85097019522,-0.294213750143796,0.214622091674264,-1.37055056020907,0.170515103911844,0.439455196464667,5689
"ENSG00000008056",67.7013311544876,1.11970713595689,0.254775522059282,4.34508419582521,1.39222253103774e-05,0.000388991131060097,6853
"ENSG00000008083",814.708812124375,-0.192263069856884,0.174528655368974,-1.10163197588573,0.270621701064216,0.564661269461377,3720
"ENSG00000008086",156.750248602139,-0.116868050860856,0.271170388182404,-0.430994679990278,0.666472238744373,0.855692512930376,6792
"ENSG00000008118",16.9248211829067,-1.04752058983713,0.341752370879633,-3.15306852889903,0.00161563873826969,0.0179833691342971,57172
"ENSG00000008128",26.7774133963096,-0.0680315424323683,0.289302496115544,-0.239782828271001,0.810498619731683,0.927800077669139,728642
"ENSG00000008130",975.996120870667,0.155194467168556,0.155794898226213,0.99583943280907,0.319328167356534,0.616385978834435,65220
"ENSG00000008226",25.9028863091058,-0.750575827579529,0.310617034662242,-2.38090927247423,0.0172699648346942,0.102613008654236,9940
"ENSG00000008256",3739.24135764735,0.268634611047873,0.158310209753784,1.69647847783142,0.0897953026595881,0.30452320032382,9265
"ENSG00000008277",180.258525874371,-0.0458011458710094,0.185466033126496,-0.244300179394914,0.806998344546873,0.926397029262416,53616
"ENSG00000008282",1367.35910378107,-0.0126254634448005,0.138373754644941,-0.0909787238529662,0.927509496839704,0.976545431993209,6856
"ENSG00000008283",1505.26127858557,-0.268846493470403,0.152933008031901,-1.75804045534454,0.078740626077406,0.280087575088261,1534
"ENSG00000008294",1872.73237806344,0.239620337376179,0.18044159677964,1.32830991368938,0.184075746026089,0.458309888102612,9043
"ENSG00000008300",560.846801671821,1.43687146092202,0.199068664188209,7.20065355771511,5.9924627847231e-13,1.05467345011127e-10,1951
"ENSG00000008311",222.237078567571,0.404296678059898,0.237495675975901,1.70052779986761,0.0890316918663574,0.302842009343448,10157
"ENSG00000008323",21.4914717247675,0.687185865817004,0.316571429718802,2.17240776319697,0.0298249199752515,0.149202946109615,55200
"ENSG00000008324",350.131293794362,-0.0102329651966145,0.211506848555912,-0.048374046994455,0.961418142581832,0.987851025001003,51188
"ENSG00000008382",378.655545009241,-0.505086534385718,0.206889001637682,-2.44122526611558,0.014637521023163,0.090924836473295,84954
"ENSG00000008394",194.639388509174,-0.0186256392356078,0.204153585100426,-0.0907231730824431,0.927712557102815,0.976642304270491,4257
"ENSG00000008405",902.906230875053,0.27788346959731,0.148562266441023,1.86969590055012,0.061526059131417,0.239769986683221,1407
"ENSG00000008438",5.6046116556622,0.59798329835046,0.353476811245766,1.7993953630214,0.0719561625627455,0.264724136522464,8993
"ENSG00000008441",2108.10979395096,0.167453687193275,0.13977843061965,1.19769249416284,0.231036752454985,0.518416563861072,4784
"ENSG00000008513",969.485180424552,0.416172482502414,0.23077569921966,1.79908866363901,0.0720046565978206,0.264724136522464,6482
"ENSG00000008516",42.3397181123892,-0.20414954781616,0.273306636765618,-0.74662474115761,0.455290109622725,0.726875785016355,64386
"ENSG00000008517",2638.30490998349,-1.17113017768448,0.245418617550645,-4.78246213552068,1.73161012567945e-06,6.70250295262992e-05,9235
"ENSG00000008710",2371.4084942579,-0.0616694126198146,0.224474561509313,-0.274737160730078,0.783518179187116,0.914267168357972,5310
"ENSG00000008735",32.8334416835678,0.0223158826549306,0.289087491364471,0.0834722552813242,0.933476037463504,0.978739824891205,23542
"ENSG00000008838",1452.58419865039,0.0499938927243885,0.122025535362796,0.410022778189992,0.681789238377885,0.863591314306294,9862
"ENSG00000008853",701.256249293834,-0.387048617495369,0.194447279579165,-1.99245819162361,0.0463208080235572,0.200207422990384,23221
"ENSG00000008869",686.963900133972,-0.139153002424659,0.199129240345391,-0.698831211258975,0.484657520716508,0.747122897633952,54497
"ENSG00000008952",993.875180420716,0.332255593600674,0.151480596677452,2.19539442389558,0.0281353167618542,0.144084168803805,7095
"ENSG00000008988",20957.5292770198,0.111041494244391,0.202447396784276,0.548397893746032,0.583418722375383,0.809697461657521,6224
"ENSG00000009307",16578.2725523523,0.0672116813863828,0.114223664986943,0.588401202714442,0.556263030660928,0.793774570469043,7812
"ENSG00000009335",1041.4077054553,0.552178847786645,0.150800291520334,3.66089561587681,0.000251335147099251,0.00409743935567564,9690
"ENSG00000009413",491.400995891524,0.127884183139197,0.247885232173969,0.516529481607964,0.605484653552262,0.823246624115024,5980
"ENSG00000009694",20.480416103607,0.0717568121684911,0.318256835652794,0.227009215581124,0.820416576232033,0.931518424005846,10178
"ENSG00000009709",347.194728628923,0.804045045573509,0.205650241888344,3.90748410106202,9.32621762709948e-05,0.0018186124372844,5081
"ENSG00000009724",36.7477846375661,-0.640277469668734,0.286218803828024,-2.23382507193485,0.0254945851865249,0.134645934383412,10747
"ENSG00000009765",5.36889980738434,-1.03379818308345,0.353927240657928,-2.91740082945143,0.00352961868772783,0.0323030702300851,389434
"ENSG00000009780",103.864659594447,0.178416324951042,0.21105022030959,0.845533348396782,0.397813121370151,0.688208813404948,199870
"ENSG00000009790",3.45878572428116,0.238581580856866,0.333461910987251,0.819914175024131,0.412265035370421,NA,80342
"ENSG00000009830",1164.09434804874,-0.25407697515835,0.137829569181011,-1.84343325769311,0.0652657780363294,0.249295659678,29954
"ENSG00000009844",1066.70842846956,0.150300069114541,0.176964354387139,0.848999153065096,0.395881763549591,0.686675063612782,51534
"ENSG00000009950",14.7475699858217,-0.926078472889627,0.348021957360719,-2.74996573629505,0.00596014965775357,0.0482422137737145,51085
"ENSG00000009954",3906.14407752284,0.120932511100333,0.133161085012293,0.90824838614868,0.363747005177598,0.658370249680679,9031
"ENSG00000010017",988.587352410161,0.120121045808014,0.149219602561313,0.804987834418379,0.420826700128392,0.70518764702094,10048
"ENSG00000010030",26.4863954215938,-1.66893353176489,0.339634515591393,-4.89830283439743,9.66679708418921e-07,4.13843421117722e-05,51513
