,Data Set,Target,Sample,Ctrl,Relative Quantity,Relative Quantity SD,Corrected Relative Quantity SD,Relative Quantity SEM,Corrected Relative Quantity SEM,Unscaled Expression,Unscaled Expression SD,Corrected Unscaled Expression SD,Unscaled Expression SEM,Corrected Unscaled Expression SEM,Expression,Expression SD,Corrected Expression SD,Expression SEM,Corrected Expression SEM,Wells,Mean Cq,Cq SD,Cq SEM
,Multiple,TIMELESS,GUSU2OS,*,1,0.102582327237295,0.102582327237295,0.024178886406463,0.024178886406463,1,0.12824570627433,0.12824570627433,0.030227802854879,0.030227802854879,1,0.12824570627433,0.12824570627433,0.030227802854879,0.030227802854879,18,25.5893522631912,0.147995014788095,0.0348827595128217
,Multiple,USP13,FUSClone110,,0.798539087062881,0.0364742937977916,0.0364742937977916,0.0148905680888251,0.0148905680888251,0.694265657744447,0.108365435236189,0.108365435236189,0.0442400036805466,0.0442400036805466,0.694265657744447,0.108365435236189,0.108365435236189,0.0442400036805466,0.0442400036805466,6,23.4640113360688,0.0658969405937888,0.026902313344213
,Multiple,USP13,GUSClone110,,0.667502154391434,0.0417077879277415,0.0417077879277415,0.0170271331205298,0.0170271331205298,0.671220262923326,0.072162258767526,0.072162258767526,0.0294601187778534,0.0294601187778534,0.671220262923326,0.072162258767526,0.072162258767526,0.0294601187778534,0.0294601187778534,6,23.7226018696137,0.0901444563346167,0.0368013201934016
,Multiple,USP13,GUSU2OS,*,1,0.0342838141385053,0.0342838141385053,0.0139963085126256,0.0139963085126256,1,0.0842567933656736,0.0842567933656736,0.0343976918515032,0.0343976918515032,1,0.0842567933656736,0.0842567933656736,0.0343976918515032,0.0343976918515032,6,23.1394462678933,0.0494610886403805,0.0201924048819169
,Multiple,WNT11,FUSClone110,,4.07540268041346,20.8782169250588,20.8782169250588,9.33702245868361,9.33702245868361,3.54323560152533,18.1596362751781,18.1596362751781,8.12123623159388,8.12123623159388,3.54323560152533,18.1596362751781,18.1596362751781,8.12123623159388,8.12123623159388,5,33.9617524964172,7.39090155805915,3.30531165976587
,Multiple,WNT11,GUSClone110,,192.603217202938,747.204763920827,747.204763920827,305.045067497132,305.045067497132,193.676052189973,751.557861799999,751.557861799999,306.822212264526,306.822212264526,193.676052189973,751.557861799999,751.557861799999,306.822212264526,306.822212264526,6,28.3992071202897,5.59693977645945,2.28494109556877
,Multiple,WNT11,GUSU2OS,*,1,6.44762223472513,6.44762223472513,2.63223075488333,2.63223075488333,1,6.44808159912995,6.44808159912995,2.63241828961629,2.63241828961629,1,6.44808159912995,6.44808159912995,2.63241828961629,2.63241828961629,6,35.9886951119164,9.30195262356336,3.79750625654559
,Multiple,WRN,FUSClone110,,1.37474801424114,0.0912646054044327,0.0912646054044327,0.0372586191362187,0.0372586191362187,1.19523308226594,0.195243447165092,0.195243447165092,0.0797078035294205,0.0797078035294205,1.19523308226594,0.195243447165092,0.195243447165092,0.0797078035294205,0.0797078035294205,6,25.8926838069024,0.0957753655664257,0.0391001292610448
,Multiple,WRN,GUSClone110,,0.886532033051478,0.0819388688356827,0.0819388688356826,0.0334514031247102,0.0334514031247101,0.891470177886217,0.113453879563114,0.113453879563114,0.0463173523781344,0.0463173523781344,0.891470177886217,0.113453879563114,0.113453879563114,0.0463173523781344,0.0463173523781344,6,26.5256063435365,0.133342953574275,0.0544370328420999
,Multiple,WRN,GUSU2OS,*,1,0.24585755670099,0.24585755670099,0.100370927220801,0.100370927220801,1,0.257623301553572,0.257623301553572,0.105174272442902,0.105174272442902,1,0.257623301553572,0.257623301553572,0.105174272442902,0.105174272442902,6,26.3518510095978,0.354697477817595,0.144804638950877
