"","ensgene","symbol","entrez","W_1","W_2","W_3","C_1","C_2","C_3","F_1","F_2","F_3","WTvsKOlog2FoldChange","WTvsKOpadj","REvsKOlog2FoldChange","REvsKOpadj","WTvsRElog2FoldChange","WTvsREpadj","WT_KO_sign","RE_KO_sign","diff"
"25","ENSG00000057019","DCBLD2",131566,7357.4192481087,6940.41555504498,6779.75390790709,2972.30119681252,3588.24928032827,3854.9973342069,5871.05936004832,5528.17827281446,5145.68921642782,0.977709182626576,2.55008512729702e-10,0.641481107225798,0.000158926747970562,0.336228075400778,0.094504741640133,1,1,0
"26","ENSG00000058056","USP13",8975,1186.3534344387,1047.92669758115,1382.45212803584,551.616258147188,614.419711920077,816.727407845943,1034.36281790594,1230.62390396392,1241.79381469433,0.809706695419103,0.000159932161316962,0.768156526150483,0.00051203477246123,0.0415501692686193,0.936288125368059,1,1,0
"27","ENSG00000058085","LAMC2",3918,438.714176040293,378.280796582073,353.699072757849,1251.847576135,1036.11771295839,1333.36520284943,929.325974694989,832.934019506098,582.365206105669,-1.50831571490479,2.03384641549394e-13,-0.583195802880252,0.0224258067115249,-0.925119912024535,3.03974388244388e-05,-1,-1,0
"28","ENSG00000060971","ACAA1",30,589.458800473244,539.272362751467,540.460530054767,1042.98316771034,864.385495340977,722.193683653815,578.202813104094,549.832745824257,487.74305368984,-0.618443520089607,0.00268978581254461,-0.663485501881305,0.00141767201544012,0.0450419817916977,0.92450785036644,-1,-1,0
"29","ENSG00000065320","NTN1",9423,1491.89859248217,1675.10243081774,1619.29486997104,1108.58801394629,1066.64788497926,1248.72454281695,2077.72879380139,1871.9349525085,1675.88513247829,0.463549668992034,0.0120867335108192,0.687968255793661,5.18867030377143e-05,-0.224418586801627,0.353416121479656,1,1,0
"30","ENSG00000066735","KIF26A",26153,510.368571510664,524.457187950603,618.712537302079,310.618863811038,232.792561659159,216.548182161037,388.136144436658,415.985545001889,318.983957113156,1.04845852849758,5.28761024946611e-07,0.52703005163847,0.0404231759213096,0.521428476859108,0.0334535820413889,1,1,0
"31","ENSG00000066739","ATG2B",55102,255.522278186796,243.956545054235,280.663865993692,60.2493485840376,103.9933984461,104.426788351769,153.053685821672,151.179931864113,126.813193959359,1.38806378332732,2.62013629756173e-09,0.60101513621938,0.0418428564877207,0.787048647107944,0.0017825954083236,1,1,0
"32","ENSG00000067369","TP53BP1",7158,1058.5922953453,948.171187255327,1047.53353701735,1214.3590925716,1648.62928912716,1677.42398973474,1017.35685281464,1014.92769544442,1022.30944053391,-0.545767877115339,0.00552447123258018,-0.545860091519926,0.00695718237793984,9.22144045871053e-05,0.999783885667948,-1,-1,0
"33","ENSG00000067842","ATP2B3",492,106.805608342629,135.311929847896,135.636812562007,41.505106802337,60.1062761660944,61.5568436599903,143.050176944439,131.921341817729,97.5486107379681,1.05248645477661,0.00013941468971928,1.03794260393371,0.000243644253350294,0.0145438508428971,0.9852916924936,1,1,0
"34","ENSG00000068079","IFI35",3430,8.11181835513638,6.91374824040342,8.34688077304659,85.6879624306312,78.233565803488,62.6560730110616,9.00315798951012,10.5922245255111,3.90194442951872,-2.53792502116497,2.90824282909319e-12,-2.51950547586013,1.57604827378717e-11,-0.0184195453048326,0.998170921922133,-1,-1,0
"35","ENSG00000068985","PAGE1",8712,62.866592252307,58.2730208834003,47.9945644450179,851.524126654398,519.9669922305,477.065538364925,7.00245621406342,12.5180835301495,4.8774305368984,-3.07119688880697,1.91760584234125e-32,-5.01562449677813,3.18930351888211e-55,1.94442760797116,2.84387263851271e-10,-1,-1,0
"36","ENSG00000069974","RAB27A",5873,316.360915850319,328.896880579191,250.406423191398,582.410369645697,434.100883421793,483.660914471353,340.119301825938,293.693498207353,265.332221207273,-0.692385461410536,0.00192049724990182,-0.688764688426861,0.00271047642816311,-0.00362077298367504,0.996290756491901,-1,-1,0
"37","ENSG00000069998","HDHD5",27440,1036.9607797316,863.23085173037,897.289683102509,602.493485840376,480.850209328756,383.631043523868,956.335448663519,730.863492260264,738.442983286418,0.867457719123578,9.34294637871361e-05,0.674871388389761,0.00527174921993511,0.192586330733818,0.610724698343479,1,1,0
