"","ensgene","symbol","entrez","W_1","W_2","W_3","C_1","C_2","C_3","F_1","F_2","F_3","WTvsKOlog2FoldChange","WTvsKOpadj","REvsKOlog2FoldChange","REvsKOpadj","WTvsRElog2FoldChange","WTvsREpadj","WT_KO_sign","RE_KO_sign","diff"
"183","ENSG00000123496","IL13RA2",3598,18.2515912990569,27.6549929616137,26.0840024157706,85.6879624306312,52.4737331608761,49.4653207982065,16.0056142035735,24.0732375579797,18.5342360402139,-1.12350859619038,0.00223788951744379,-1.32846452765376,0.000305039481528922,0.204955931463383,0.765370025522873,-1,-1,0
"184","ENSG00000123892","RAB38",23682,69.6264408815873,52.3469509630545,63.6449658944803,133.887441297861,83.0039051817495,114.319852511411,44.0154390598272,36.5913210881292,42.921388724706,-0.726783804095074,0.0216909591748841,-1.23300454304554,2.33490048150154e-05,0.50622073895047,0.175996742030166,-1,-1,0
"185","ENSG00000124574","ABCC10",89845,408.970842071459,421.738642664609,488.292525223226,556.971755799103,642.087680313993,716.697536898459,405.142109527955,425.614840025081,440.919720535616,-0.515766928947547,0.0101939239751427,-0.564194907470302,0.00507985731791776,0.0484279785227552,0.913709552156879,-1,-1,0
"186","ENSG00000124762","CDKN1A",1026,2831.0246059426,3313.66076379336,3280.32414380731,4502.63465084708,4400.16104250837,4581.587935265,2117.74282931032,2543.09681562498,2866.95366958888,-0.49506969328702,0.00922154209174816,-0.80496051498944,2.92007063935543e-06,0.30989082170242,0.167550024624208,-1,-1,0
"187","ENSG00000124839","RAB17",64284,17.5756064361288,14.8151748008645,15.6504014494624,103.093329799353,47.7033937826146,41.7707153407077,30.0105266317004,20.221519548703,17.5587499328343,-1.49184371416097,9.61151718970609e-05,-1.15027282252304,0.00579239589050752,-0.341570891637928,0.584132318391228,-1,-1,0
"188","ENSG00000125354","SEPT6",23157,601.626528005948,722.980530282187,659.403581070681,1159.46524163948,1203.07959119754,1055.26017702841,758.265972894296,856.044327561759,898.422704896686,-0.754087354369808,6.46573551601185e-06,-0.426039369849871,0.0317185417029268,-0.328047984519937,0.122993101938108,-1,-1,0
"189","ENSG00000125462","C1orf61",10485,14.1956821214887,17.7782097610374,29.2140827056631,6.69437206489306,2.86220362695688,6.59537610642754,61.0214041511241,54.8869816321938,69.2595136239573,1.13453827231557,0.00426381947931974,2.45206390075382,8.30127561249497e-10,-1.31752562843825,0.000518817854237125,1,1,0
"190","ENSG00000125637","PSD4",23550,144.660760666599,136.299608167953,129.376651982222,356.140593852311,278.587819690469,219.845870214251,180.063159790202,164.660944896581,164.857152147166,-0.970653058094428,2.52725858844173e-05,-0.6862698014892,0.00723731205822803,-0.284383256605228,0.42046492032826,-1,-1,0
"191","ENSG00000126254","RBM42",79171,3532.6968936619,3493.41821804384,3180.16157453075,6833.61500384284,4487.93528706839,4000.0956085483,3445.2084573192,3020.70984877529,2843.54200301177,-0.5438521905142,0.0322306008446722,-0.666942300356889,0.00666773091837008,0.123090109842689,0.78777950921646,-1,-1,0
"192","ENSG00000126267","COX6B1",1340,3155.49734014805,2957.10889025255,2709.60617095025,7041.14053785452,4544.22529173187,3480.1601254916,3371.18249162768,3174.77856914637,3187.8885989168,-0.704861578162215,0.00738695160370845,-0.575608237492379,0.0464696082629371,-0.129253340669836,0.797676523257413,-1,-1,0
"193","ENSG00000126890","CTAG2",30848,96.6658353987086,108.64461520634,101.20592937319,791.27477807036,446.503765805273,303.387300895667,17.0059650912969,14.4439425347878,14.6322916106952,-2.02404772576059,2.70183394187053e-12,-4.0730544130651,2.99982804546242e-41,2.04900668730451,1.42536417938256e-11,-1,-1,0
"194","ENSG00000127252","HRASLS",57110,277.153793800493,267.660824735618,265.013464544229,159.326055144455,135.477638342626,93.4344948410568,236.08280950271,208.955702003264,172.661041006204,0.973353018205357,5.67687951693388e-05,0.612499646334755,0.0303097152514642,0.360853371870602,0.266741329551484,1,1,0
"195","ENSG00000127463","EMC1",23065,2722.19104301118,2916.61407913019,2800.37849935713,1761.95872747985,1887.14625804024,1757.66773236294,3098.0866992792,2837.75324333465,2440.66624066396,0.619015869229135,0.000122043390125782,0.608711082489618,0.000216989223599229,0.0103047867395167,0.982655316664307,1,1,0
"196","ENSG00000127528","KLF2",10365,129.789093682182,330.872237219307,161.720814977778,590.443616123568,664.985309329648,269.311191012458,148.051931383055,211.844490510222,115.107360670802,-1.03976177783943,0.00600182507526784,-1.34050368967057,0.000203597498250233,0.300741911831134,0.612176652517723,-1,-1,0
"197","ENSG00000128000","ZNF780B",163131,330.556597971808,376.305439941958,395.433476623082,552.955132560167,585.797675650508,640.850711674542,300.105266317004,311.026229249098,304.35166550246,-0.665112260298507,0.000177341640267374,-0.917822387548782,6.62992347831609e-08,0.252710127250275,0.31377910402761,-1,-1,0
"198","ENSG00000128266","GNAZ",2781,554.983572463914,526.432544590718,728.265347448315,400.323449480605,390.213761141788,460.577098098856,667.234042111472,587.386996414705,658.453122481284,0.50083947820139,0.0254100360122538,0.57780729367784,0.00895944186296617,-0.0769678154764499,0.86289021093619,1,1,0
"199","ENSG00000128340","RAC2",5880,469.133494872054,541.247719391582,623.929337785233,1081.81052568672,1040.88805233665,940.940324516995,584.204918430434,575.831842386875,610.65430321968,-0.868325199664056,4.37019819997921e-07,-0.755563718673597,2.51597121512164e-05,-0.112761480990459,0.748596689035388,-1,-1,0
"200","ENSG00000128510","CPA4",51200,9108.89602795523,8790.33704851293,9958.87212234121,4740.95429635727,5355.18298603632,4792.63997067068,7364.58323541927,7120.8636696504,5969.97497716365,0.870547793085701,1.48037279263856e-08,0.441141053734942,0.0165802527926423,0.42940673935076,0.0170445363081131,1,1,0
"201","ENSG00000128564","VGF",7425,1691.31412704594,1936.83718563302,1710.06719837792,866.251745197162,605.833101039206,568.301574503839,1363.47825996692,1107.36892766707,972.559649057542,1.29108676275297,4.16479402919154e-10,0.701719078643202,0.00332165255382404,0.589367684109771,0.0155639834922434,1,1,0
"202","ENSG00000128595","CALU",813,5680.30080318425,6048.54203203294,5820.90597910337,2926.77946677125,3904.04574716918,3582.38845514122,4726.65794449281,5475.21715018691,5296.88956307167,0.721645508349319,1.99950840816291e-05,0.549652388594785,0.00280189007854356,0.171993119754534,0.534763785724863,1,1,0
"203","ENSG00000128710","HOXD10",3236,274.449854348781,242.968866734177,215.975540002581,281.163626725509,467.493259069623,431.997134971004,230.08070417637,192.585900463838,216.557915838289,-0.632296716706065,0.0161897118773276,-0.81576326191467,0.00121324092264272,0.183466545208606,0.672560891305807,-1,-1,0
"204","ENSG00000128713","HOXD11",3237,81.7941684142919,86.9156921650716,65.7316860877419,139.242938949776,129.753231088712,111.022164458197,83.0291236810377,59.7016291437897,72.1859719460964,-0.625739176459449,0.0312781658171161,-0.740979733497285,0.0101526245627797,0.115240557037836,0.836133104123177,-1,-1,0
"205","ENSG00000128928","IVD",3712,1110.64312979076,1010.39492141896,1077.79097981964,1504.89484018796,1446.36689948888,1445.4865966587,958.336150438966,847.377962040886,919.883399259039,-0.44423092190353,0.00532861885984698,-0.668462769001861,6.62605019553082e-06,0.224231847098331,0.277184004157871,-1,-1,0
"206","ENSG00000129071","MBD4",8930,617.850164716221,674.584292599363,626.016057978494,981.394944713323,786.151929537489,947.535700623423,616.216146837581,598.942150442535,674.060900199359,-0.479545490612762,0.0109013183651251,-0.500288285773684,0.00900634159216309,0.0207427951609216,0.963340240055735,-1,-1,0
"207","ENSG00000129636","ITFG1",81533,853.768881878104,918.540837653598,881.639281653046,690.859197096964,671.663784459214,658.438381291683,858.301061666631,941.745053268166,1008.65263503059,0.379367960318724,0.0339085098207569,0.458918677273149,0.00833747034578983,-0.0795507169544244,0.807064701276012,1,1,0
"208","ENSG00000129691","ASH2L",9070,786.170395585301,712.116068761553,830.514636918136,577.054871993782,600.108693785292,582.591556067766,925.324571144095,848.340891543205,882.814927178611,0.38940815529984,0.0303822470158615,0.572857617863821,0.000519958334160372,-0.183449462563981,0.441806124045473,1,1,0
"209","ENSG00000129696","TTI2",80185,190.627731345705,178.769775930431,171.111055847455,129.870818058925,105.901534197405,80.2437426282017,168.058949137522,156.957508878028,159.979721610268,0.718980966541436,0.00386003620012973,0.571786155947507,0.038958235533369,0.147194810593928,0.740454963679455,1,1,0
"210","ENSG00000130054","FAM155B",27112,50.6988647196024,41.4824894424205,58.4281654113261,65.604846235952,105.901534197405,97.8314122453418,35.0122810703171,36.5913210881292,26.3381248992514,-0.735692554171391,0.0313172394493208,-1.2492101032075,6.95692414259897e-05,0.513517549036112,0.20251922778656,-1,-1,0
"211","ENSG00000130193","THEM6",51337,390.043265909474,423.713999304724,414.213958362437,278.485877899551,241.37917254003,209.95280605461,445.156145036889,344.72876183027,394.096387381391,0.708834879371721,0.000581465247262353,0.659455794733931,0.00214205001197653,0.04937908463779,0.918180302827001,1,1,0
"212","ENSG00000130287","NCAN",1463,15.5476518473447,13.8274964808068,22.9539221258781,2.67774882595723,7.63254300521834,5.49614675535628,18.0063159790202,22.1473785533413,18.5342360402139,0.991114963978077,0.0326942600588031,1.11651138082161,0.0181957760859604,-0.125396416843532,0.895389793961772,1,1,0
"213","ENSG00000130309","COLGALT1",79709,4427.70085217861,4235.16463640713,4046.15045473434,3254.80369795101,3340.19163265868,2970.11770659453,7167.51411053778,6416.96220345507,5399.31560434653,0.393509130411354,0.0440909505287995,0.949469347958546,3.36641833255809e-09,-0.555960217547192,0.00158866978648932,1,1,0
"214","ENSG00000130558","OLFM1",10439,513.072510962376,511.617369789853,599.932055562724,215.558780489557,215.619339897418,171.479778767116,663.232638560578,698.123889181412,737.467497179039,1.35294953718226,5.2469613358032e-15,1.70704948112915,7.94076228099572e-24,-0.354099943946888,0.114615920033319,1,1,0
"215","ENSG00000130707","ASS1",445,2532.23929652841,2584.75416359082,2370.51413954523,4364.73058631028,3174.18382229518,2980.01077075418,1353.47475108969,1604.24055086377,1747.09561831701,-0.461754387753656,0.0498275204066622,-1.09228113488211,1.69448337872829e-08,0.630526747128455,0.00333715587339608,-1,-1,0
"216","ENSG00000130755","GMFG",9535,37.1791674610418,54.3223076031698,45.9078442517563,127.193069232968,154.558995855671,158.289026554261,43.0150881721039,64.5162766553856,54.6272220132621,-1.50563028768607,8.30576426615116e-09,-1.28758888259081,2.00491616062866e-06,-0.218041405095261,0.672334300632495,-1,-1,0
"217","ENSG00000130829","DUSP9",1852,805.773956610214,848.415676929506,903.549843682294,650.692964707606,586.75174352616,490.25629057778,949.332992449456,869.525340594227,792.094719192301,0.539538202751459,0.00613183761616953,0.568396654531472,0.00433060708310124,-0.0288584517800129,0.950109504174667,1,1,0
"218","ENSG00000131094","C1QL1",10882,4455.41623155866,4948.26838348874,5167.76255861247,3549.3560688063,2837.39786218992,2751.37106573135,4237.48636039609,4144.44857798179,5025.70442522011,0.642524875235893,0.000523684588274725,0.528017993735656,0.00827006574482699,0.114506881500237,0.74439423016436,1,1,0
"219","ENSG00000131771","PPP1R1B",84152,96.6658353987086,127.410503287435,136.680172658638,277.147003486573,262.36866580438,242.929686586748,82.0287727933144,114.588610775983,163.881666039786,-1.00248588694276,0.000249164294142962,-0.997223708088893,0.000370410037573623,-0.00526217885386295,0.995585145982048,-1,-1,0
"220","ENSG00000132182","NUP210",23225,1091.71555362877,1323.48894887723,1702.7636777015,523.499895474638,830.993119693147,1148.69467186946,1597.56036769418,1881.56424753169,2030.9620755645,0.633735155331592,0.0445228626031615,1.00830097189184,0.000368532269825795,-0.374565816560248,0.339102998906345,1,1,0
"221","ENSG00000132470","ITGB4",3691,406.942887482675,536.309327791294,734.5255080281,1172.85398576926,1192.58484456537,1707.10318221366,508.17825096346,611.460233972685,915.98145482952,-1.13080622840659,5.00234600544204e-05,-0.884586247283466,0.00341367753710784,-0.24621998112312,0.605792955382208,-1,-1,0
"222","ENSG00000132965","ALOX5AP",241,22.3075004766251,28.6426712816713,23.997282222509,178.070296926155,95.4067875652293,98.9306415964131,34.0119301825938,18.2956605440646,65.3575691944386,-1.76875484755223,8.49001270174773e-07,-1.29881058536932,0.00091730115470562,-0.469944262182916,0.371317636135581,-1,-1,0
"223","ENSG00000133134","BEX2",84707,181.839928127641,157.040852889163,153.373934204731,377.562584459969,285.266294820036,231.937393076035,145.050878719885,159.846297384985,182.41590208,-0.785235378106378,0.00163361475705379,-0.800850229516917,0.00170968810477157,0.0156148514105389,0.982023982193812,-1,-1,0
"224","ENSG00000133657","ATP13A3",79572,3492.13780188621,3376.87217627704,2995.4868374271,1046.99979094928,1800.32608135588,1957.72747425791,3508.23056324578,3699.57514791032,2942.06609985712,0.949094741900946,7.34735142185271e-05,0.986766176718705,4.26288542942352e-05,-0.0376714348177594,0.950734275929615,1,1,0
"225","ENSG00000134013","LOXL2",4017,4420.94100354933,5627.79106768839,5584.06323716817,2949.54033179188,3996.59033110745,3518.63315277909,7671.69095795034,9260.49302380364,9160.79003440258,0.547139766253189,0.0095559641466718,1.24773121386272,4.18323042024527e-12,-0.700591447609527,0.00038601815091331,1,1,0
"226","ENSG00000134901","KDELC1",79070,344.076295230368,275.562251296079,283.793946283584,200.831161946792,173.640353368717,162.685943958546,332.116494724151,317.766735765332,347.273054227166,0.711461874275679,0.000617602980985707,0.842752545908279,3.4480511324158e-05,-0.1312906716326,0.727327453891267,1,1,0
"227","ENSG00000134917","ADAMTS8",11095,99.3697748504207,92.8417620854174,58.4281654113261,29.4552370855295,10.4947466321752,10.9922935107126,54.0189479370607,27.9249555672565,35.1174998656685,1.75126050819454,1.57286543937308e-06,0.866405315715587,0.0423223445875107,0.884855192478958,0.0359949301748559,1,1,0
"228","ENSG00000135077","HAVCR2",84868,8.78780321806442,23.7042796813832,11.4769610629391,54.8938509321231,59.1522082904422,54.9614675535628,2.00070177544669,5.77757701391513,1.95097221475936,-1.51482126783514,0.000216077360940223,-2.60556001158839,1.30675694264136e-09,1.09073874375325,0.00782886266569982,-1,-1,0
"229","ENSG00000135114","OASL",8638,22.9834853395531,23.7042796813832,18.7804817393548,52.2161021061659,43.8871222800055,72.5491371707029,20.0070177544669,29.8508145718948,27.3136110066311,-1.10551482583391,0.0020272962583186,-0.922602541499437,0.0177629017849011,-0.182912284334469,0.799430456969641,-1,-1,0
"230","ENSG00000135253","KCP",375616,8.11181835513638,17.7782097610374,23.997282222509,80.3324647787168,62.9684797930513,81.342971979273,29.010175743977,26.9620260649373,32.1910415435295,-1.7564905620266,2.17455735292381e-07,-1.10979539614726,0.00297637010052165,-0.64669516587934,0.137858483512163,-1,-1,0
"231","ENSG00000135336","ORC3",23595,483.329176993543,449.393635626223,451.774921841147,344.090724135503,254.736122799162,361.646456502443,440.154390598272,453.539795592338,489.6940259046,0.501666914972288,0.0237573205463966,0.499785893815702,0.0295643717044596,0.001881021156586,0.997593056762038,1,1,0
"232","ENSG00000135480","KRT7",3855,49.3468949937463,54.3223076031698,47.9945644450179,137.904064536797,124.98289171045,98.9306415964131,69.0242112529109,61.6274881484281,39.9949304025669,-1.10242799012483,0.000119010051413126,-0.95499768878023,0.00161013402088234,-0.147430301344604,0.809836568112549,-1,-1,0
"233","ENSG00000135636","DYSF",8291,1881.26587352871,2666.73146415561,2177.49252166853,3071.37790337294,3380.26248343607,4557.40488954143,942.330536235392,891.672719147569,1117.90707905711,-0.663069189431671,0.0049052060863665,-1.7647017805768,1.0486404771014e-18,1.10163259114513,1.70824925045175e-07,-1,-1,0
"234","ENSG00000135744","AGT",183,64.8945468410911,87.9033704851293,86.5988880203584,155.309431905519,186.997303627849,140.701356937121,65.0228077020175,115.551540278303,84.8672913420322,-0.906804784383364,0.00162197812375174,-0.768291534325653,0.0133960754724334,-0.138513250057711,0.81359178727735,-1,-1,0
"235","ENSG00000135862","LAMC1",3915,6165.65793476658,6864.36432440054,6852.78911467125,2928.11834118423,4228.42882489096,4379.32973466788,6920.42744127011,7321.15300613279,6568.92344709477,0.742361332806496,0.000166718992384648,0.80473087062093,4.25562006858178e-05,-0.0623695378144333,0.892081227034622,1,1,0
"236","ENSG00000136026","CKAP4",10970,5253.07836981374,5337.41364159144,5553.80579436588,3494.46221787418,3184.67856892735,3016.28533933953,5433.90602211322,5074.63847722212,5244.21331327316,0.715284579546134,1.38413768004817e-07,0.680892496786074,9.21108419615098e-07,0.0343920827600598,0.920283009421099,1,1,0
"237","ENSG00000136250","AOAH",313,6.08386376635229,4.93839160028816,8.34688077304659,14.7276185427647,20.9894932643504,32.9768805321377,2.00070177544669,2.88878850695757,3.90194442951872,-1.18414795959237,0.0183329780166691,-1.65321674081968,0.000600749332082147,0.469068781227301,0.383627657473313,-1,-1,0
"238","ENSG00000136518","ACTL6A",86,1896.13754051313,1616.82940993434,1761.19184311283,1109.92688835927,1006.54160881317,1159.68696538018,1587.55685881695,1467.50456153444,1480.78791100236,0.664113545373168,2.07169266238843e-05,0.453324584320689,0.010014739525004,0.210788961052479,0.351395541589947,1,1,0
"239","ENSG00000137142","IGFBPL1",347252,246.058490105804,244.944223374293,310.921308795986,87.0268368436098,130.707298964364,160.487485256403,268.094037909857,260.9538951285,239.969582415401,0.976148409077705,7.77508919495946e-05,0.921997000095061,0.000303466978720953,0.0541514089826443,0.926620362198638,1,1,0
"240","ENSG00000137216","TMEM63B",55362,2009.02701262211,2419.8118841412,2065.85299132903,3096.81651721953,3000.54346892646,2782.14948756135,2075.72809202594,2284.06877950112,2045.59436717519,-0.435637195802672,0.0126358639331134,-0.454551860961125,0.0103608151941131,0.0189146651584536,0.963799770395522,-1,-1,0
"241","ENSG00000137561","TTPA",7274,101.397729439205,104.693901926109,111.639530339498,69.6214694748879,55.335936787833,64.8545317132041,110.038597649568,120.366187789899,97.5486107379681,0.675815585679443,0.0141144014233829,0.719661632494808,0.00987360859159828,-0.0438460468153654,0.940450245958568,1,1,0
"242","ENSG00000137563","GGH",8836,1748.77284039482,1602.01423513348,1625.55503055082,1432.59562188712,988.414319175775,862.895040590936,1831.64247542145,1875.78667051778,1695.39485462589,0.562043363746893,0.0171294411960861,0.67293810126649,0.00334541478851072,-0.110894737519597,0.801719416405803,1,1,0
"243","ENSG00000137642","SORL1",6653,485.357131582327,567.915034033138,583.238294016631,208.864408424664,362.545792747871,371.539520662085,954.334746888072,1117.96115219258,956.951871339467,0.722267057407985,0.00396631193250404,1.54347746010534,1.64024049166267e-12,-0.821210402697351,0.00059802761964229,1,1,0
"244","ENSG00000137806","NDUFAF1",51103,215.639171274042,202.474055611815,152.3305741081,400.323449480605,303.393584457429,262.71581490603,180.063159790202,210.881561007902,193.146249261177,-0.692573038436739,0.00670505747819482,-0.664551821997745,0.0127314151224183,-0.0280212164389943,0.96472608835004,-1,-1,0
"245","ENSG00000137815","RTF1",23168,1279.63934552276,1237.56093503221,1311.50364146495,1628.07128618199,1550.36029793498,1716.9962463733,1277.44808362271,1127.59044721577,1129.61291234567,-0.343388786810381,0.0494598265090404,-0.455068792219983,0.00585383312348882,0.111680005409602,0.687851129963792,-1,-1,0
"246","ENSG00000137817","PARP6",56965,877.428352080586,882.984418131523,829.471276821505,1151.43199516161,1226.93128808885,1032.17636065591,765.26842910836,787.676332897096,778.437913688985,-0.383886141866632,0.0287536915957273,-0.530656104478355,0.00127576444352669,0.146769962611723,0.571063829411928,-1,-1,0
"247","ENSG00000137818","RPLP1",6176,44919.8701264307,43912.1781097623,40889.282186962,99392.6809218803,62132.7163339799,48662.8833719245,39491.8523455423,39484.9242425983,38679.9751298191,-0.636414852241551,0.0187766903470866,-0.764865672186691,0.00364839770625752,0.12845081994514,0.799385283650123,-1,-1,0
"248","ENSG00000137831","UACA",55075,920.69138330798,872.119956610889,899.37640329577,1843.63006667155,1734.49539793587,1881.88064903399,993.348431509283,962.929502319189,1388.11673080129,-0.96698623872995,1.31248773505822e-07,-0.670780810255937,0.00086703648416184,-0.296205428474013,0.25618544655463,-1,-1,0
"249","ENSG00000137876","RSL24D1",51187,1363.46146852584,1383.73732640074,1212.38443228502,2377.84095745002,1855.66201814371,1499.34883486119,1156.40562620819,1227.73511545697,1150.09812060064,-0.502027689029125,0.0286014106702591,-0.656407569245111,0.00257555625232765,0.154379880215987,0.676883354663927,-1,-1,0
"250","ENSG00000137877","SPTBN5",51332,94.6378808099245,115.558363446743,75.1219269574193,175.392548100198,124.98289171045,400.119483789937,72.0252639160809,87.6265847110462,93.6466663084494,-1.0501216884249,0.00430231137533024,-1.18439706060795,0.00117974145375667,0.134275372183046,0.859724597139197,-1,-1,0
"251","ENSG00000138152","BTBD16",118663,10.1397729439205,9.87678320057632,3.13008028989247,64.2659718229734,44.8411901556578,24.1830457235676,6.00210532634008,2.88878850695757,9.75486107379681,-1.65439797830526,0.000195135644619464,-1.81110948179044,5.07028282691089e-05,0.156711503485186,0.830659039630043,-1,-1,0
"252","ENSG00000138271","GPR87",53836,74.3583349220835,57.2853425633427,38.6043235753405,305.263366159124,243.287308291335,204.456659299254,107.037544986398,140.587707338602,107.303471811765,-1.87143996083651,3.84302641424376e-13,-0.967675979731842,0.000814641526444578,-0.903763981104665,0.00224874689128025,-1,-1,0
"253","ENSG00000138311","ZNF365",22891,107.481593205557,114.570685126685,87.6422481169892,212.881031663599,247.103579793944,201.15897124604,140.049124281268,143.476495845559,95.5976385232087,-0.998030521002743,4.40064027394024e-05,-0.736055489625928,0.00595322591641223,-0.261975031376815,0.505573372223673,-1,-1,0
"254","ENSG00000138592","USP8",9101,543.491829794138,586.680922114233,566.544532470537,639.981969403777,800.462947672274,887.078086314504,490.17193498444,578.720630893832,541.394789595723,-0.435127227620475,0.0467462140267334,-0.505987958808695,0.0190025303639431,0.0708607311882195,0.870885968845904,-1,-1,0
"255","ENSG00000138600","SPPL2A",84888,693.560469364161,722.980530282187,581.151573823369,1467.40635662456,1330.92468653495,1087.13782820947,921.323167593202,952.337277793678,799.898608051338,-0.908049141141382,1.18269815906205e-06,-0.510880147653403,0.0203805825032628,-0.39716899348798,0.0904929464848574,-1,-1,0
"256","ENSG00000138606","SHF",90525,270.393945171213,359.514908500978,372.479554497204,822.068889568868,720.321246117481,586.988473472051,338.118600050491,396.726954955506,461.404928790589,-1.01037583000629,4.2202812569787e-06,-0.771531977666926,0.00113694358350225,-0.238843852339367,0.505213345829349,-1,-1,0
"257","ENSG00000138867","GUCD1",83606,3517.82522667748,3124.02652634229,3557.85792951111,2310.89723680109,2081.7761046733,2067.65040936503,3077.07933063701,2921.52811003642,2802.57158650182,0.638710020619315,1.67523749622804e-05,0.432379417284391,0.0098416754758931,0.206330603334924,0.334688833797163,1,1,0
"258","ENSG00000139344","AMDHD1",144193,9.46378808099245,4.93839160028816,8.34688077304659,52.2161021061659,20.9894932643504,24.1830457235676,4.00140355089338,6.74050651623432,10.7303471811765,-1.3431316797934,0.00348218817049809,-1.385711105392,0.0033162654761305,0.0425794255986,0.957621602894082,-1,-1,0
"259","ENSG00000139372","TDG",6996,546.871754108778,467.17184538726,442.384680971469,298.568994094231,375.902743007003,351.753392342802,474.166320780866,505.537988717574,448.723609394653,0.478401420306783,0.0253638644643395,0.449554097187343,0.046686193070799,0.0288473231194399,0.951511625334001,1,1,0
"260","ENSG00000140319","SRP14",6727,3317.73370725078,2938.34300217146,2782.64137771441,6406.51406610266,4328.60595183445,3483.45781354481,2960.03827677338,2829.08687781378,2674.78290643508,-0.60321645133772,0.0186069339719823,-0.690773935689626,0.00633530522479779,0.0875574843519055,0.867391254747931,-1,-1,0
"261","ENSG00000140326","CDAN1",146059,594.866679376668,649.892334597922,683.40086329319,807.341271026104,886.32905648098,953.031847378779,593.208076419944,589.312855419343,746.246872145456,-0.437306065160399,0.0360590476478171,-0.435755726105165,0.0438278934960997,-0.00155033905523391,0.997950389558893,-1,-1,0
"262","ENSG00000140443","IGF1R",3480,3973.43902429097,4404.05762913698,4200.5677490357,4763.7151613779,7636.35927672095,7603.36942135988,2678.93967732312,2938.86084107816,2844.51748911915,-0.627931567569948,0.00531784284900075,-1.16284388518691,6.15866394972423e-09,0.534912317616957,0.0236788343707321,-1,-1,0
"263","ENSG00000140464","PML",5371,959.222520494877,879.033704851293,913.983444648602,1443.30661719094,1386.26062332278,1463.07426627584,997.349835060176,828.119371994502,860.378746708878,-0.618455257368924,9.70441705873702e-05,-0.653067558196147,4.3039940924488e-05,0.0346123008272228,0.929136730847401,-1,-1,0
"264","ENSG00000140474","ULK3",25989,566.475315133691,574.828782273542,565.501172373907,759.141792158873,730.815992749656,751.872876132739,563.197549788244,545.018098312661,607.727844897541,-0.380295482444522,0.0284543405266299,-0.372748472363091,0.0395031422669884,-0.00754701008143076,0.986483138057944,-1,-1,0
"265","ENSG00000140612","SEC11A",23478,2296.32057936652,2225.23925508984,2067.93971152229,4192.01578703604,3089.27178136212,2734.88262546529,2294.80493643736,2341.84454964027,2351.89700489241,-0.570867806578607,0.00677791812331992,-0.490829717120377,0.0310682788332314,-0.0800380894582308,0.853819324668837,-1,-1,0
"266","ENSG00000140807","NKD1",85407,343.40031036744,495.814516668931,388.129955946667,196.814538707856,327.245281348736,283.601172576384,547.19193558467,654.792061577048,586.267150535188,0.545433308405408,0.0494237912345279,1.04704006704452,1.02802898356673e-05,-0.501606758639107,0.0760128998412082,1,1,0
"267","ENSG00000140943","MBTPS1",8720,4180.96637720988,4293.43765729053,4375.85224526968,2456.83454781575,3024.39516581777,2906.3624042324,4476.57022256197,4565.24877049527,4701.84303757006,0.595126867454995,9.30568894111545e-05,0.689124665975824,4.28536095079884e-06,-0.0939977985208294,0.75135359996078,1,1,0
"268","ENSG00000140945","CDH13",1012,1193.11328306798,1243.48700495256,1485.74477760229,321.329859114867,406.432915027877,396.821795736724,744.26106046617,790.565121404054,749.173330467595,1.71280502164206,1.25822258045608e-25,0.967781267515777,4.82417664272248e-08,0.745023754126288,2.94707675900904e-05,1,1,0
"269","ENSG00000141068","KSR1",8844,563.095390819051,484.950055148297,447.601481454623,630.609848512927,917.813296377506,834.315077463084,408.143162191125,446.799289076103,459.45395657583,-0.632064487111148,0.00366533034130038,-0.808401132136169,0.000119757263713998,0.176336645025022,0.623437876297921,-1,-1,0
"270","ENSG00000141431","ASXL3",80816,12.1677275327046,11.8521398406916,16.6937615460932,38.8273579763798,28.6220362695688,61.5568436599903,4.00140355089338,11.5551540278303,15.6077777180749,-1.19906915045735,0.00626596057732771,-1.42192737419028,0.00106910821349672,0.222858223732935,0.764790482249154,-1,-1,0
"271","ENSG00000141447","OSBPL1A",114876,220.371065314538,208.40012553216,243.102902514982,405.67894713252,427.422408292227,427.600217566719,297.104213653834,303.322793230544,282.890971140107,-0.869720183605453,3.40237256195696e-07,-0.49209264360692,0.0129375857903915,-0.377627539998533,0.0783103620104194,-1,-1,0
"272","ENSG00000141576","RNF157",114804,229.158868532603,260.747076495215,343.265471791541,112.465450690203,146.926452850453,209.95280605461,337.118249162768,335.099466807078,415.557081743744,0.732279791982102,0.0109602204276193,1.08232682968353,4.64122313375906e-05,-0.350047037701425,0.349088712353765,1,1,0
"273","ENSG00000142149","HUNK",30811,557.011527052698,569.890390673254,541.503890151398,191.459041055942,247.103579793944,227.54047567175,439.154039710549,565.239617861364,415.557081743744,1.24038749795538,6.53977585233636e-11,1.02034766772624,2.85814453010493e-07,0.220039830229141,0.480714528329027,1,1,0
"274","ENSG00000142192","APP",351,13575.8040021837,15627.0463799519,15580.4963229881,9240.91119837839,11936.3431922858,12324.5594842109,15788.5380609376,16697.1975702147,17459.2503498815,0.400441686465009,0.0495285253958697,0.551143055330903,0.00366639848717967,-0.150701368865894,0.621226470722546,1,1,0
"275","ENSG00000142512","SIGLEC10",89790,73.0063651962275,58.2730208834003,66.7750461843727,22.7608650206364,16.219153886089,35.1753392342802,88.0308781196545,77.9972896878543,113.156388456043,1.15958211031539,0.000363479614499401,1.58806432689324,3.56436531635635e-07,-0.428482216577856,0.313242996994136,1,1,0
