ImageNumber,ObjectNumber,Children_PLA_Count,Intensity_IntegratedIntensityEdge_DAPI,Intensity_IntegratedIntensity_DAPI,Intensity_LowerQuartileIntensity_DAPI,Intensity_MADIntensity_DAPI,Intensity_MassDisplacement_DAPI,Intensity_MaxIntensityEdge_DAPI,Intensity_MaxIntensity_DAPI,Intensity_MeanIntensityEdge_DAPI,Intensity_MeanIntensity_DAPI,Intensity_MedianIntensity_DAPI,Intensity_MinIntensityEdge_DAPI,Intensity_MinIntensity_DAPI,Intensity_StdIntensityEdge_DAPI,Intensity_StdIntensity_DAPI,Intensity_UpperQuartileIntensity_DAPI,Location_CenterMassIntensity_X_DAPI,Location_CenterMassIntensity_Y_DAPI,Location_CenterMassIntensity_Z_DAPI,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_DAPI,Location_MaxIntensity_Y_DAPI,Location_MaxIntensity_Z_DAPI,Mean_PLA_Intensity_IntegratedIntensityEdge_PLA,Mean_PLA_Intensity_IntegratedIntensity_PLA,Mean_PLA_Intensity_LowerQuartileIntensity_PLA,Mean_PLA_Intensity_MADIntensity_PLA,Mean_PLA_Intensity_MassDisplacement_PLA,Mean_PLA_Intensity_MaxIntensityEdge_PLA,Mean_PLA_Intensity_MaxIntensity_PLA,Mean_PLA_Intensity_MeanIntensityEdge_PLA,Mean_PLA_Intensity_MeanIntensity_PLA,Mean_PLA_Intensity_MedianIntensity_PLA,Mean_PLA_Intensity_MinIntensityEdge_PLA,Mean_PLA_Intensity_MinIntensity_PLA,Mean_PLA_Intensity_StdIntensityEdge_PLA,Mean_PLA_Intensity_StdIntensity_PLA,Mean_PLA_Intensity_UpperQuartileIntensity_PLA,Mean_PLA_Location_CenterMassIntensity_X_PLA,Mean_PLA_Location_CenterMassIntensity_Y_PLA,Mean_PLA_Location_CenterMassIntensity_Z_PLA,Mean_PLA_Location_Center_X,Mean_PLA_Location_Center_Y,Mean_PLA_Location_Center_Z,Mean_PLA_Location_MaxIntensity_X_PLA,Mean_PLA_Location_MaxIntensity_Y_PLA,Mean_PLA_Location_MaxIntensity_Z_PLA,Mean_PLA_Number_Object_Number,Number_Object_Number
1,1,4,7.0171206896193326,193.9436195329763,0.0008087281603366137,0.007141222013160586,3.502402320127933,0.03373769670724869,0.04879835247993469,0.008547041034859114,0.009422056914738451,0.008438238874077797,0.0,0.0,0.00598246942038053,0.008128223886925688,0.01507591363042593,127.10998539978647,101.33347658142053,0.0,124.79508356004663,98.70515934706569,0,136.0,121.0,0.0,0.3574692939873785,0.8548332978971303,0.029159037512727082,0.009540702681988478,0.13364899876095543,0.05759899318218231,0.062485694885253906,0.032814515615566905,0.040429296207656035,0.042187380604445934,0.015384908765554428,0.015358205419033766,0.012675796124847784,0.015270409440819227,0.056370641803368926,125.35382863272264,79.46976244505372,0.0,125.34375,79.55625,0.0,125.5,78.5,0.0,9.25,1
1,2,11,5.945937331998721,338.39283067686483,0.006118868011981249,0.006836040876805782,2.549105677212482,0.0321202427148819,0.05976958945393562,0.007991851252686453,0.011768138782015818,0.009445334784686565,0.0,0.0,0.006125176269657281,0.008947490721152725,0.017044328153133392,653.7251246289264,208.03764687706044,0.0,654.1078768909755,205.51744044513998,0,710.0,247.0,0.0,0.3139918317848986,0.7470095829022202,0.02250428309410133,0.009972464631904255,0.2585902791857411,0.051127433946186844,0.05600477196276188,0.0287143313804431,0.03380391745950475,0.03459081561727957,0.012512397867712107,0.012448587539521131,0.012199784002909657,0.014350958309431283,0.047949395777488295,659.6360102135953,218.84990774026238,0.0,659.5524661210792,218.8157936595059,0.0,659.7272727272727,218.72727272727272,0.0,17.363636363636363,2
1,3,6,5.4233768784906715,197.0607324866578,0.0009231708245351911,0.007278554141521454,0.6345787516240671,0.03794918581843376,0.05281147360801697,0.008180055623666171,0.009708381736459642,0.008529793471097946,0.0,0.0,0.006104911845821787,0.00821435159231176,0.015533684752881527,844.1283145303315,319.6371734605315,0.0,844.7356389792097,319.4531973593457,0,815.0,395.0,0.0,0.3847969259756307,0.9261234439909458,0.024520612321794033,0.011679509033759436,0.20981186592993337,0.05140510139365991,0.05775031136969725,0.02928492929988512,0.034905581754998825,0.03563871762404839,0.012021566120286783,0.011899493945141634,0.012074014508590096,0.013382411332925675,0.047526766546070576,823.6678857553687,347.2745309288027,0.0,823.7262288168085,347.32076719576725,0.0,824.0,347.1666666666667,0.0,28.5,3
1,4,3,4.631708299741149,249.47693774476647,0.0065766386687755585,0.0066376738250255585,1.478161901981602,0.026398107409477234,0.062485694885253906,0.007890474105180833,0.012167826061784445,0.009872587397694588,0.0,0.0,0.005773348866834547,0.009118821901733756,0.01736476644873619,210.49855502176138,343.0125072633152,0.0,209.03936009364483,342.77647173584353,0,230.0,324.0,0.0,0.34231581290562946,0.7758246259763837,0.02816561112801234,0.008046591033538183,0.2137300141063352,0.053381145000457764,0.058431881169478096,0.031189071023460437,0.03714633295337162,0.03934793174266815,0.011596856638789177,0.011189949388305346,0.012512096205243885,0.013538242255031278,0.04894839972257614,223.25282077100414,346.30233748790585,0.0,223.07142857142858,346.26190476190476,0.0,224.0,347.0,0.0,28.666666666666668,4
1,5,9,5.406256253132597,324.38608615403064,0.007248035632073879,0.005844205617904663,0.6475791718296569,0.02871747873723507,0.059281300753355026,0.008093197983731431,0.012936633545524651,0.01120012253522873,0.0,0.0,0.00581257751685838,0.009329269437869086,0.018158236518502235,809.0747505381753,536.0543169744566,0.0,809.6456630109672,536.3599601196411,0,728.0,484.0,0.0,0.41818706173863673,1.2555225017584033,0.026125564964281187,0.013259242495728863,0.23730595638088284,0.05014284162057771,0.06081228868828879,0.028971191121842002,0.03774704587294128,0.03873502783891228,0.01233268084211482,0.01233268084211482,0.01194530216303359,0.015359047339064673,0.053377330406672426,819.7965630149497,547.9166322136944,0.0,819.7204422327054,548.0554545733942,0.0,820.4444444444445,547.5555555555555,0.0,50.77777777777778,5
1,6,5,6.078599287196994,167.309088147711,0.001144426641985774,0.007186999544501305,2.7428013585737667,0.03025864064693451,0.052948806434869766,0.008513444379827723,0.009944076561528143,0.00859082955867052,0.0,0.0,0.0058426259093899155,0.008337141914642762,0.0156404972076416,106.0808012996324,528.8272946389811,0.0,104.08748885586924,526.9432392273403,0,47.0,480.0,0.0,0.3055069824680686,0.827792784012854,0.021496910043060778,0.014172580838203431,0.26910098921834835,0.05430991128087044,0.062485694885253906,0.02711052704465521,0.03414878872742075,0.032144655287265775,0.011026169545948506,0.011026169545948506,0.013621735037005719,0.017084684975561277,0.052066071704030034,94.48113442327937,531.3247378974395,0.0,94.34221364221364,531.2140283140283,0.0,94.2,532.6,0.0,44.4,6
1,7,13,4.853070931741968,304.98640633933246,0.007309071719646454,0.0057602813467383385,1.594224293578064,0.025040054693818092,0.062485694885253906,0.007582923330846825,0.013160146983358467,0.011528191156685352,0.0,0.0,0.005672624158120909,0.009509948504607301,0.018509194254875183,528.3240820707409,547.9867321043671,0.0,529.7976699029126,547.3783818770227,0,618.0,542.0,0.0,0.3359191518706771,0.931792175827118,0.022303995174857285,0.012785299967687864,0.2074495082072982,0.05134660836595755,0.059856447749412976,0.026875326881083683,0.034488742885589514,0.0351597207526748,0.011808135403463474,0.011257636790665297,0.012150316200590176,0.015344489528528396,0.049216214925623857,527.1030101719027,546.8828611464061,0.0,527.0710795357521,546.7778326997953,0.0,527.3076923076923,547.0769230769231,0.0,49.84615384615385,7
1,8,9,5.291111680213362,232.75324815395288,0.006271458230912685,0.006805523298680782,0.0942256120756244,0.02531471662223339,0.062485694885253906,0.007897181612258749,0.01182929701941212,0.009460593573749065,0.0,0.0,0.005655920791334968,0.008997781560137703,0.017074845731258392,302.5645664306494,600.5722547050875,0.0,302.60312055295793,600.4862776987193,0,348.0,637.0,0.0,0.3464425282759799,1.024004137246973,0.026049269673724968,0.012822664032379786,0.1886205134030795,0.05197900988989406,0.062485694885253906,0.028523725928247583,0.03882730220865587,0.039130914128488965,0.014482507378690772,0.014482507378690772,0.011108241704369661,0.015881729101840908,0.05511982583751281,309.91463743340194,606.6530764519069,0.0,309.8509688013136,606.6186352855317,0.0,310.22222222222223,606.8888888888889,0.0,63.77777777777778,8
1,9,9,4.6546731274574995,263.4823699644767,0.007721065077930689,0.005493247881531715,1.3822949465834367,0.02673380635678768,0.06149385869503021,0.007875927457626903,0.01371232734657698,0.01280231960117817,0.0,0.0,0.00560663409394166,0.009545758906803653,0.01922636851668358,881.0907351689912,785.8647708874814,0.0,882.4730158730159,785.8584959666927,0,833.0,836.0,0.0,0.337688937679761,0.9123810056803955,0.02424234736503826,0.013296542275283072,0.2486970024374646,0.056500766426324844,0.06162440776824951,0.02900228234536817,0.03758777393545394,0.0397438183426857,0.012588693035973443,0.012588693035973443,0.013794364434616397,0.01620315805743982,0.0535884133229653,890.5487104440126,789.9344570233741,0.0,890.4939585897099,789.9855697781545,0.0,890.5555555555555,790.3333333333334,0.0,85.44444444444444,9
1,10,5,4.292271357495338,205.33946902281605,0.006225680932402611,0.006897078827023506,0.5068746848777289,0.031097887083888054,0.051651790738105774,0.0077758539085060465,0.011901667479442187,0.00952162966132164,0.0,0.0,0.0058983844467469645,0.009093174771582408,0.01716640032827854,378.520721231468,795.3075324298803,0.0,378.9477192372341,795.5806526401205,0,413.0,744.0,0.0,0.32371709905564783,0.7414877561852335,0.021705195493996143,0.012782482616603374,0.28086571031972274,0.05745021775364876,0.062485694885253906,0.0294445717226093,0.03407352846767102,0.033598840422928336,0.011999694816768169,0.011746395193040372,0.01341338481900053,0.015676451651235965,0.04823147878050804,376.4865839344015,835.0896529032705,0.0,376.6090909090909,834.8545454545454,0.0,376.2,835.6,0.0,90.8,10
