UNIPROT,Gene,PSMs_bio3,Peptides_bio3,Unique Peptides_bio3,PSMs_bio2,Peptides_bio2,Unique Peptides_bio2,PSMs_bio1,Peptides_bio1,Unique Peptides_bio1
P54136,RARS,7,5,5,24,10,10,10,6,6
O00505,KPNA3,NA,NA,NA,3,2,2,NA,NA,NA
O75348,ATP6V1G1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q16204,CCDC6,NA,NA,NA,4,3,3,2,2,2
Q8NE71,ABCF1,11,9,9,19,12,12,3,2,2
Q9BUF5,TUBB6,31,12,6,92,19,11,34,10,3
Q00341,HDLBP,22,14,14,48,28,27,16,11,11
Q5JRK9|Q7Z2X7,PAGE2B|PAGE2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q04724|Q04725|Q04727,TLE1|TLE2|TLE4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H147,DNTTIP1,4,3,3,NA,NA,NA,NA,NA,NA
P30566,ADSL,7,6,6,16,10,10,9,5,5
Q9NQ88,TIGAR,NA,NA,NA,4,2,2,4,2,2
P62875,POLR2L,NA,NA,NA,NA,NA,NA,NA,NA,NA
O95470,SGPL1,NA,NA,NA,3,2,2,NA,NA,NA
Q13813,SPTAN1,10,7,7,67,39,38,14,10,10
P24752,ACAT1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q06210,GFPT1,12,8,8,20,12,12,15,9,9
P55084,HADHB,5,3,3,13,9,9,NA,NA,NA
Q9Y4B6,DCAF1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NUL3,STAU2,8,6,4,10,7,5,NA,NA,NA
P22090,RPS4Y1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P06744,GPI,4,3,3,6,3,3,4,4,4
Q9ULH1,ASAP1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P62854,RPS26,9,3,3,28,6,6,10,2,2
P63167,DYNLL1,NA,NA,NA,5,2,2,5,2,2
P08240,SRPRA,NA,NA,NA,2,2,2,NA,NA,NA
P42025,ACTR1B,NA,NA,NA,NA,NA,NA,NA,NA,NA
P35900,KRT20,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9P000,COMMD9,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q14240,EIF4A2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P24666,ACP1,5,4,4,7,4,4,4,2,2
P60900,PSMA6,NA,NA,NA,5,4,4,7,4,4
P35527,KRT9,249,46,45,NA,NA,NA,447,42,41
Q12765,SCRN1,NA,NA,NA,NA,NA,NA,NA,NA,NA
O60701,UGDH,6,5,5,6,5,5,7,6,6
O43396,TXNL1,4,2,2,3,2,2,3,2,2
P23368,ME2,NA,NA,NA,NA,NA,NA,NA,NA,NA
O14980,XPO1,18,10,10,15,11,11,31,14,14
Q9BZE1,MRPL37,2,2,2,NA,NA,NA,NA,NA,NA
O43242,PSMD3,4,3,3,7,5,5,NA,NA,NA
P52948,NUP98,NA,NA,NA,14,9,9,2,2,2
Q6PKG0,LARP1,12,8,8,25,15,15,7,5,5
Q6UXV4,APOOL,NA,NA,NA,NA,NA,NA,NA,NA,NA
P46939,UTRN,NA,NA,NA,10,5,5,NA,NA,NA
P15880,RPS2,16,7,7,21,11,11,12,6,6
P36507,MAP2K2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P05204,HMGN2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P30613,PKLR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UNZ2,NSFL1C,NA,NA,NA,NA,NA,NA,NA,NA,NA
O14777,NDC80,NA,NA,NA,9,7,7,NA,NA,NA
Q15019,2-Sep,13,12,12,24,14,14,7,5,5
Q9Y2V2,CARHSP1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96JY6,PDLIM2,4,3,3,5,3,3,NA,NA,NA
P23588,EIF4B,16,8,8,41,14,14,9,5,5
Q5T749,KPRP,NA,NA,NA,NA,NA,NA,4,2,2
Q6IBS0,TWF2,NA,NA,NA,8,4,3,NA,NA,NA
P46779,RPL28,11,8,8,36,13,13,5,4,4
O15145,ARPC3,NA,NA,NA,NA,NA,NA,3,2,2
Q16539,MAPK14,3,2,2,NA,NA,NA,NA,NA,NA
O15372,EIF3H,5,3,3,23,12,12,3,2,2
P62993,GRB2,4,3,3,5,4,4,3,3,3
Q03001,DST,NA,NA,NA,7,6,5,NA,NA,NA
O00193,SMAP,NA,NA,NA,NA,NA,NA,NA,NA,NA
O94966,USP19,NA,NA,NA,NA,NA,NA,NA,NA,NA
P41250,GARS,3,2,2,9,7,7,3,2,2
O95757,HSPA4L,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q16881,TXNRD1,2,2,2,NA,NA,NA,6,4,4
Q6PJG6,BRAT1,4,3,3,3,2,2,5,4,4
P04844,RPN2,NA,NA,NA,3,2,2,NA,NA,NA
Q14764,MVP,NA,NA,NA,5,4,4,5,5,5
Q9Y2Z0,SUGT1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q14974,KPNB1,13,8,8,32,14,14,24,12,12
O60884,DNAJA2,2,2,2,4,3,3,3,2,2
P53041,PPP5C,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96EP0,RNF31,NA,NA,NA,NA,NA,NA,NA,NA,NA
P08754,GNAI3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NSD9,FARSB,5,3,3,16,10,10,8,5,5
Q9Y6M1,IGF2BP2,24,14,14,13,7,7,18,9,9
Q9P0J0,NDUFA13,NA,NA,NA,NA,NA,NA,NA,NA,NA
P60228,EIF3E,13,7,7,15,8,8,7,5,5
P25686,DNAJB2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P50552,VASP,NA,NA,NA,14,8,8,NA,NA,NA
Q86U70,LDB1,NA,NA,NA,NA,NA,NA,4,3,3
O95340,PAPSS2,4,3,3,NA,NA,NA,6,3,3
P07197|Q16352,NEFM|INA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q6ZRY4,RBPMS2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8IWB7,WDFY1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q99471,PFDN5,NA,NA,NA,NA,NA,NA,NA,NA,NA
P62280,RPS11,18,8,8,33,15,15,14,7,7
P00558,PGK1.00,14,8,8,46,19,19,35,12,12
P38606,ATP6V1A,3,3,3,6,4,4,NA,NA,NA
P07339,CTSD,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UBS4,DNAJB11,NA,NA,NA,NA,NA,NA,NA,NA,NA
P07954,FH,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q14194,CRMP1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H7D7,WDR26,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q14160,SCRIB,NA,NA,NA,21,16,16,NA,NA,NA
P50990,CCT8,19,13,13,47,21,21,27,17,17
O43679,LDB2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y2D4,EXOC6B,NA,NA,NA,NA,NA,NA,NA,NA,NA
O60721,SLC24A1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q04695,KRT17,47,22,10,65,26,15,78,28,12
P07814,EPRS,19,14,14,50,27,27,25,16,16
P10398,ARAF,NA,NA,NA,NA,NA,NA,NA,NA,NA
P61353,RPL27,18,9,9,32,10,10,15,8,8
O00232,PSMD12,NA,NA,NA,3,2,2,NA,NA,NA
P23921,RRM1,NA,NA,NA,14,7,7,NA,NA,NA
Q99832,CCT7,14,8,8,29,16,16,24,13,13
Q9NPI6,DCP1A,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N6R0,METTL13,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UBI6,GNG12,NA,NA,NA,2,2,2,NA,NA,NA
Q05397,PTK2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q6P1N0,CC2D1A,NA,NA,NA,2,2,2,NA,NA,NA
Q14568,HSP90AA2P,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q16401,PSMD5,NA,NA,NA,6,3,3,5,3,3
P35658,NUP214,3,2,2,15,8,8,NA,NA,NA
Q969Q0,RPL36AL,4,3,3,5,3,3,NA,NA,NA
P38646,HSPA9,9,6,6,18,12,12,9,5,4
P28347,TEAD1,NA,NA,NA,3,2,2,NA,NA,NA
P15056,BRAF,NA,NA,NA,NA,NA,NA,NA,NA,NA
P07951,TPM2,NA,NA,NA,99,24,5,27,12,1
P50395,GDI2,9,5,5,18,9,9,11,6,6
Q75N03,CBLL1,NA,NA,NA,NA,NA,NA,NA,NA,NA
O43482,OIP5,NA,NA,NA,NA,NA,NA,NA,NA,NA
P49591,SARS,3,2,2,10,5,5,3,3,3
P40926,MDH2,3,2,2,9,5,5,10,6,6
P78371,CCT2,34,19,19,57,24,24,37,17,17
Q9BVK6,TMED9,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9P2M7,CGN,NA,NA,NA,7,5,5,NA,NA,NA
Q9BRA2,TXNDC17,4,2,2,7,4,4,5,3,3
P11908,PRPS2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P22102,GART,9,6,6,26,16,16,12,8,8
Q04726,TLE3,NA,NA,NA,2,2,2,3,2,2
P61163,ACTR1A,2,2,2,14,7,7,2,2,2
Q99426,TBCB,4,4,4,13,8,8,6,3,3
P07195,LDHB,10,7,7,29,12,11,14,8,8
Q9UNF0,PACSIN2,NA,NA,NA,5,3,3,NA,NA,NA
Q9NUQ6,SPATS2L,NA,NA,NA,4,3,3,NA,NA,NA
O94915,FRYL,NA,NA,NA,NA,NA,NA,NA,NA,NA
P61604,HSPE1,NA,NA,NA,NA,NA,NA,NA,NA,NA
O60739,EIF1B,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N0Y7,PGAM4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y295,DRG1,7,5,5,16,10,10,NA,NA,NA
Q92888,ARHGEF1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P26038,MSN,36,21,13,175,51,38,23,14,9
Q04837,SSBP1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NRR4,DROSHA,NA,NA,NA,NA,NA,NA,3,2,2
P35749,MYH11,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q6UB35,MTHFD1L,NA,NA,NA,6,3,2,NA,NA,NA
P20020|P23634|Q01814|Q16720,ATP2B1|ATP2B4|ATP2B2|ATP2B3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H3U1,UNC45A,NA,NA,NA,8,6,6,NA,NA,NA
Q9P289,STK26,NA,NA,NA,3,2,2,NA,NA,NA
Q96GX5,MASTL,NA,NA,NA,NA,NA,NA,NA,NA,NA
O95747,OXSR1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P43121,MCAM,NA,NA,NA,NA,NA,NA,NA,NA,NA
P78330,PSPH,NA,NA,NA,NA,NA,NA,NA,NA,NA
P29692,EEF1D,16,7,7,34,12,11,10,6,6
P40939,HADHA,4,2,2,8,6,6,NA,NA,NA
Q9BRQ0,PYGO2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NXR1,NDE1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q6KB66,KRT80,16,6,4,11,4,2,22,8,7
Q8IUD2,ERC1,NA,NA,NA,6,5,5,NA,NA,NA
Q53EL6,PDCD4,NA,NA,NA,2,2,2,NA,NA,NA
Q02809,PLOD1,NA,NA,NA,2,2,2,NA,NA,NA
Q9H2C0,GAN,NA,NA,NA,NA,NA,NA,NA,NA,NA
P39656,DDOST,NA,NA,NA,7,4,4,3,2,2
Q9NXZ2,DDX43,NA,NA,NA,NA,NA,NA,2,2,2
O75312,ZPR1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q5U5Q3,MEX3C,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UH65,SWAP70,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q99460,PSMD1,NA,NA,NA,8,7,7,5,4,4
P22234,PAICS,14,9,9,27,13,13,14,7,7
P01111|P01116,NRAS|KRAS,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92995,USP13,NA,NA,NA,NA,NA,NA,NA,NA,NA
O60664,PLIN3,3,2,2,12,9,9,4,3,3
Q9H910,JPT2,6,4,4,11,7,7,4,3,3
Q13835,PKP1,5,3,3,NA,NA,NA,8,6,6
Q96PE3,INPP4A,NA,NA,NA,NA,NA,NA,NA,NA,NA
P35232,PHB,9,6,6,14,10,10,8,5,5
Q8N6I1,EID2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P26006,ITGA3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q3KQU3,MAP7D1,NA,NA,NA,4,3,3,NA,NA,NA
Q99798,ACO2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P06702,S100A9,NA,NA,NA,NA,NA,NA,4,2,2
P31689,DNAJA1,6,4,4,9,6,6,9,4,4
O95793,STAU1,12,9,7,22,12,10,13,8,8
Q2VIR3,EIF2S3L,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q04917,YWHAH,7,5,3,14,7,3,11,5,2
O75116,ROCK2,NA,NA,NA,8,5,5,NA,NA,NA
Q6FI81,CIAPIN1,NA,NA,NA,3,2,2,3,2,2
Q6QNY1,BLOC1S2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P40227,CCT6A,30,15,15,55,22,22,40,16,16
O00461,GOLIM4,NA,NA,NA,NA,NA,NA,NA,NA,NA
P52788,SMS,NA,NA,NA,NA,NA,NA,2,2,2
Q01813,PFKP,NA,NA,NA,3,3,3,NA,NA,NA
Q9UKK9,NUDT5,NA,NA,NA,2,2,2,NA,NA,NA
O95394,PGM3,NA,NA,NA,NA,NA,NA,NA,NA,NA
P47755,CAPZA2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N5A5,ZGPAT,NA,NA,NA,NA,NA,NA,2,2,2
O75874,IDH1,NA,NA,NA,NA,NA,NA,3,2,2
P37198,NUP62,NA,NA,NA,2,2,2,NA,NA,NA
O95168,NDUFB4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q15435,PPP1R7,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04350,TUBB4A,NA,NA,NA,NA,NA,NA,NA,NA,NA
P60842,EIF4A1,38,14,13,55,19,15,36,18,14
O60783,MRPS14,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q01518,CAP1,6,4,4,40,16,16,14,9,9
Q15334,LLGL1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P26640,VARS,5,3,3,22,15,15,5,5,5
P49748,ACADVL,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q68CQ4,DIEXF,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q04637,EIF4G1,17,12,12,32,17,17,9,5,5
O14910,LIN7A,NA,NA,NA,NA,NA,NA,NA,NA,NA
P67936,TPM4,19,11,6,100,24,11,23,10,1
P07437,TUBB,78,22,6,206,25,5,94,20,4
P61313,RPL15,21,10,10,37,16,16,23,8,8
Q9HC98,NEK6,NA,NA,NA,NA,NA,NA,NA,NA,NA
P13645,KRT10,124,37,32,59,21,16,233,34,30
Q02543,RPL18A,10,6,6,28,11,11,10,5,5
Q99569,PKP4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9BT78,COPS4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NX63,CHCHD3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NYP7,ELOVL5,NA,NA,NA,NA,NA,NA,NA,NA,NA
P15259,PGAM2,NA,NA,NA,3,2,2,3,2,2
P58546,MTPN,NA,NA,NA,NA,NA,NA,NA,NA,NA
P49841,GSK3B,NA,NA,NA,NA,NA,NA,NA,NA,NA
P60709|P63261,ACTB|ACTG1,NA,NA,NA,NA,NA,NA,NA,NA,NA
O75153,CLUH,6,3,3,9,4,4,NA,NA,NA
Q9NQP4,PFDN4,4,3,3,6,2,2,3,2,2
P36915,GNL1,7,4,4,7,5,5,NA,NA,NA
Q15155,NOMO1,NA,NA,NA,NA,NA,NA,NA,NA,NA
O14974,PPP1R12A,NA,NA,NA,16,10,10,NA,NA,NA
P06730,EIF4E,NA,NA,NA,5,2,2,NA,NA,NA
P13928|Q5VT79,ANXA8|ANXA8L1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P09104,ENO2,NA,NA,NA,NA,NA,NA,NA,NA,NA
O60256,PRPSAP2,NA,NA,NA,NA,NA,NA,NA,NA,NA
O43324,EEF1E1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P31948,STIP1,14,7,7,39,18,18,28,16,16
Q6NXT2,H3F3C,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9BQC3,DPH2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P12814,ACTN1,44,27,18,107,39,23,38,18,10
Q9P2E9,RRBP1,19,12,12,44,23,23,10,7,7
Q86XN8,MEX3D,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UHV9,PFDN2,4,2,2,14,6,6,4,3,3
P05387,RPLP2,4,3,3,4,3,3,NA,NA,NA
P09471|P63096,GNAO1|GNAI1,NA,NA,NA,NA,NA,NA,NA,NA,NA
O43707,ACTN4,33,18,9,97,40,24,30,17,9
Q9NWU5,MRPL22,NA,NA,NA,NA,NA,NA,NA,NA,NA
P22735,TGM1,NA,NA,NA,NA,NA,NA,NA,NA,NA
O15212,PFDN6,NA,NA,NA,6,4,4,NA,NA,NA
Q16891,IMMT,NA,NA,NA,18,11,11,5,3,3
O00629,KPNA4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H993,ARMT1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92890,UFD1,4,2,2,13,7,7,4,2,2
A8MWX3,WASH4P,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q07020,RPL18,24,9,9,46,12,12,12,4,4
Q5D862,FLG2,NA,NA,NA,NA,NA,NA,7,4,4
P53582,METAP1,NA,NA,NA,3,2,2,2,2,2
Q7L0Y3,TRMT10C,NA,NA,NA,NA,NA,NA,NA,NA,NA
P10768,ESD,4,4,4,7,4,4,10,5,5
P52209,PGD,4,4,4,15,9,9,10,5,5
Q9BY89,KIAA1671,NA,NA,NA,NA,NA,NA,NA,NA,NA
P14868,DARS,7,6,5,17,10,10,12,7,7
Q13557,CAMK2D,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q14814,MEF2D,NA,NA,NA,NA,NA,NA,NA,NA,NA
O75694,NUP155,4,4,4,6,2,2,NA,NA,NA
Q9Y3B8,REXO2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9GZS3,WDR61,NA,NA,NA,NA,NA,NA,2,2,2
P09382,LGALS1,6,4,4,6,4,4,10,5,5
P15884,TCF4,NA,NA,NA,NA,NA,NA,NA,NA,NA
P16152,CBR1,NA,NA,NA,2,2,2,NA,NA,NA
Q9UKY7,CDV3,5,4,4,4,3,3,NA,NA,NA
P29034,S100A2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P21964,COMT,NA,NA,NA,NA,NA,NA,NA,NA,NA
P21333,FLNA,116,65,57,318,112,101,134,64,57
Q9P2J5,LARS,5,4,4,9,6,6,2,2,2
Q12959,DLG1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P47756,CAPZB,7,3,3,13,7,7,5,3,3
O75340,PDCD6,4,3,3,NA,NA,NA,6,4,4
Q12904,AIMP1,3,3,3,3,3,3,5,3,3
Q9Y263,PLAA,NA,NA,NA,9,7,6,10,7,7
P60468,SEC61B,NA,NA,NA,3,2,2,NA,NA,NA
P29353,SHC1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13509,TUBB3,55,14,2,159,22,6,77,15,3
O75448,MED24,NA,NA,NA,NA,NA,NA,NA,NA,NA
P82664,MRPS10,NA,NA,NA,NA,NA,NA,NA,NA,NA
P17980,PSMC3,6,3,3,15,7,7,13,9,9
Q9ULA0,DNPEP,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q99733,NAP1L4,9,5,3,13,7,5,3,2,2
P08238,HSP90AB1,73,31,13,168,44,27,107,39,22
P60891,PRPS1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P51452,DUSP3,2,2,2,6,2,2,5,4,4
Q9UJU6,DBNL,3,2,2,12,6,6,NA,NA,NA
Q9UK32,RPS6KA6,NA,NA,NA,NA,NA,NA,NA,NA,NA
P15531,NME1,10,3,1,NA,NA,NA,15,6,3
P13646,KRT13,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9P286,PAK5,NA,NA,NA,NA,NA,NA,NA,NA,NA
P55196,AFDN,NA,NA,NA,11,8,8,NA,NA,NA
Q8IV63,VRK3,NA,NA,NA,NA,NA,NA,NA,NA,NA
P11142,HSPA8,79,31,27,127,35,30,100,27,23
P04632,CAPNS1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q16543,CDC37,NA,NA,NA,6,3,3,3,2,2
P60953,CDC42,NA,NA,NA,6,2,2,4,2,2
Q9UI12,ATP6V1H,NA,NA,NA,NA,NA,NA,NA,NA,NA
P52907,CAPZA1,6,4,4,17,6,6,4,2,2
Q8TDX7,NEK7,NA,NA,NA,4,2,2,NA,NA,NA
P04075,ALDOA,21,9,9,48,18,18,24,11,11
Q16540,MRPL23,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NZ32,ACTR10,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q6P5R6,RPL22L1,3,2,2,NA,NA,NA,NA,NA,NA
Q9Y676,MRPS18B,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H6Y2,WDR55,NA,NA,NA,NA,NA,NA,NA,NA,NA
P48741,HSPA7,NA,NA,NA,NA,NA,NA,NA,NA,NA
P45974,USP5,8,6,6,20,11,11,16,10,10
P41091,EIF2S3,10,5,5,16,8,8,4,3,3
P49137,MAPKAPK2,NA,NA,NA,2,2,2,NA,NA,NA
P43363,MAGEA10,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q58FF6,HSP90AB4P,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UK76,JPT1,NA,NA,NA,7,3,3,NA,NA,NA
P51114,FXR1,18,10,8,23,13,10,10,7,7
Q9H4G4,GLIPR2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q16527,CSRP2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P30101,PDIA3,NA,NA,NA,4,3,3,NA,NA,NA
O00170,AIP,7,5,5,6,3,3,4,3,3
Q13043,STK4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NUD5,ZCCHC3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8NBF2,NHLRC2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92616,GCN1,6,6,6,38,22,22,8,4,4
Q13887,KLF5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y5K6,CD2AP,NA,NA,NA,16,9,9,NA,NA,NA
Q9BXB4,OSBPL11,NA,NA,NA,NA,NA,NA,NA,NA,NA
P23258,TUBG1,NA,NA,NA,3,2,2,NA,NA,NA
Q8WUA4,GTF3C2,NA,NA,NA,NA,NA,NA,2,2,2
P00366,GLUD1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9BTY7,HGH1,NA,NA,NA,5,3,3,NA,NA,NA
Q9BVA1,TUBB2B,NA,NA,NA,177,23,3,NA,NA,NA
P25685,DNAJB1,6,4,4,13,7,7,4,4,4
Q8N488,RYBP,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H089,LSG1,NA,NA,NA,5,3,3,NA,NA,NA
Q07021,C1QBP,NA,NA,NA,NA,NA,NA,NA,NA,NA
P30049,ATP5D,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8WUI4,HDAC7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UHD8,9-Sep,12,10,10,49,23,23,10,6,6
Q9Y6G9,DYNC1LI1,NA,NA,NA,7,4,4,NA,NA,NA
Q9H944,MED20,NA,NA,NA,NA,NA,NA,NA,NA,NA
P10586,PTPRF,NA,NA,NA,NA,NA,NA,NA,NA,NA
P53677,AP3M2,NA,NA,NA,NA,NA,NA,NA,NA,NA
O75131,CPNE3,6,4,4,8,5,5,14,9,9
P17252,PRKCA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P68104,EEF1A1,58,21,21,188,30,14,57,19,9
Q9NR50,EIF2B3,NA,NA,NA,2,2,2,NA,NA,NA
Q9Y3D0,FAM96B,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13555,CAMK2G,NA,NA,NA,5,3,3,NA,NA,NA
P13489,RNH1,8,5,5,3,2,2,5,3,3
Q8TEX9,IPO4,3,2,2,4,3,3,NA,NA,NA
P08237,PFKM,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q12933,TRAF2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q52LW3,ARHGAP29,NA,NA,NA,2,2,2,NA,NA,NA
Q5VTE0,EEF1A1P5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13867,BLMH,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9BVC6,TMEM109,NA,NA,NA,NA,NA,NA,NA,NA,NA
P26641,EEF1G,19,8,8,42,14,14,27,10,10
P54707,ATP12A,NA,NA,NA,NA,NA,NA,NA,NA,NA
P40429,RPL13A,14,8,8,48,17,17,11,5,5
Q8WVJ2,NUDCD2,NA,NA,NA,3,2,2,NA,NA,NA
P55209,NAP1L1,19,9,7,24,9,7,9,4,4
Q9BQE3,TUBA1C,48,17,6,112,23,6,69,17,4
Q9Y5I4,PCDHAC2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13084,MRPL28,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UEY8,ADD3,NA,NA,NA,5,4,4,NA,NA,NA
Q9Y266,NUDC,8,5,5,15,9,9,7,4,4
P52564,MAP2K6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86Y07,VRK2,NA,NA,NA,4,3,3,NA,NA,NA
Q96IZ0,PAWR,NA,NA,NA,9,6,6,NA,NA,NA
O95819,MAP4K4,NA,NA,NA,7,4,4,NA,NA,NA
P30626,SRI,5,3,3,8,4,4,13,6,6
Q6N069,NAA16,NA,NA,NA,NA,NA,NA,NA,NA,NA
P27816,MAP4,11,6,6,54,25,25,15,8,8
Q8N1F7,NUP93,6,5,5,18,9,9,4,2,2
O00339,MATN2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8IWZ3,ANKHD1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NPQ8,RIC8A,NA,NA,NA,3,3,3,NA,NA,NA
Q15819,UBE2V2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9P1U1,ACTR3B,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13155,AIMP2,NA,NA,NA,NA,NA,NA,2,2,2
Q9NP61,ARFGAP3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N4C8,MINK1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13748,TUBA3C,NA,NA,NA,79,18,2,NA,NA,NA
P63244,RACK1,15,8,8,24,10,10,11,5,5
Q8N3D4,EHBP1L1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13418,ILK,8,5,5,11,7,7,4,3,3
P14625,HSP90B1,7,4,2,13,7,5,7,5,3
Q9UQB8,BAIAP2,NA,NA,NA,15,8,8,NA,NA,NA
O76024,WFS1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P14635,CCNB1,NA,NA,NA,8,7,7,NA,NA,NA
Q14197,MRPL58,NA,NA,NA,NA,NA,NA,NA,NA,NA
P56556,NDUFA6,NA,NA,NA,NA,NA,NA,NA,NA,NA
