"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"1","ENSG00000001617",1344.51334427401,0.905485504455638,0.145376026273248,6.23287691067763,4.57945998637629e-10,6.16401144281742e-08,"SEMA3F"
"2","ENSG00000002079",36.2305023429378,-1.47265080148326,0.346910175653045,-3.97691540573016,6.98149871189162e-05,0.00186843522860118,"MYH16"
"3","ENSG00000002746",85.2207350964492,0.71042395086433,0.212307200217795,3.31057417878712,0.000931047713197751,0.0143587468928001,"HECW1"
"4","ENSG00000003147",57.8801580053777,-4.06521592142669,0.310242623546073,-7.65715856732656,1.90091874190939e-14,6.15407112703309e-12,"ICA1"
"5","ENSG00000005486",1406.26678345391,-0.549197424283328,0.183107244704665,-2.99813461674997,0.00271637659554645,0.0318104498400282,"RHBDD2"
"6","ENSG00000005893",2729.75064868218,0.468745492790733,0.126427917064422,3.70755221895914,0.000209272273045014,0.00443912196943504,"LAMP2"
"7","ENSG00000006016",321.435164665612,0.845610666986857,0.239466070481135,3.52772753515535,0.00041914335239853,0.00781155558899098,"CRLF1"
"8","ENSG00000006047",380.588546988294,1.292229458511,0.163975933767543,7.87553833660471,3.39278822049961e-15,1.33529500317389e-12,"YBX2"
"9","ENSG00000006283",209.818015210496,1.15239153226725,0.206190909005407,5.57132532748587,2.52808747024432e-08,2.22560402205017e-06,"CACNA1G"
"10","ENSG00000006451",1252.00923815537,-0.676554034326036,0.150056745283647,-4.50859426557858,6.52585728969032e-06,0.000264620217209422,"RALA"
"11","ENSG00000006468",51.2550637899206,-3.26923849907395,0.32949583606112,-6.29470831766484,3.07978421630233e-10,4.38421480777449e-08,"ETV1"
"12","ENSG00000006534",2773.82410908409,0.942506522547884,0.162541515397869,5.79851372495669,6.6905228207925e-09,6.71460870294736e-07,"ALDH3B1"
"13","ENSG00000006625",772.809316474564,-0.683755038424058,0.195867971723821,-3.49223266569664,0.000479000812551747,0.00858437884780239,"GGCT"
"14","ENSG00000006712",2153.90003887397,-0.789239421397781,0.171369388525881,-4.6059623146783,4.10562744358421e-06,0.000179930467352887,"PAF1"
"15","ENSG00000006747",32.3164823360111,1.04775045200051,0.319003244772448,3.22072411824081,0.00127867171541369,0.0182154000509464,"SCIN"
"16","ENSG00000007171",41.4453590142736,1.50634094410893,0.274664790186868,5.41486876866164,6.13336726618181e-08,5.02485501088985e-06,"NOS2"
"17","ENSG00000007237",295.590503657287,0.484623050873233,0.165847414056638,2.91986740200666,0.00350180348202118,0.0381379270163479,"GAS7"
"18","ENSG00000007264",133.707118186867,0.761865233403966,0.23147602677484,3.26073099573386,0.00111125410944688,0.0163407270951046,"MATK"
"19","ENSG00000007541",547.797205799638,-0.619979407395679,0.195757154947448,-3.16591494170225,0.00154595992573718,0.020980735381607,"PIGQ"
"20","ENSG00000007933",7.00482688544974,1.50468149834644,0.357723937351513,3.50079782072966,0.000463867611894666,0.00838051368672343,"FMO3"
"21","ENSG00000008226",25.9028863091058,-1.12601562716729,0.315712930906618,-3.52018285370543,0.000431249383573117,0.00795591693665406,"DLEC1"
"22","ENSG00000008853",701.256249293834,0.698180299788406,0.193253050163048,3.6068780991317,0.000309903159178766,0.00608647378770664,"RHOBTB2"
"23","ENSG00000008952",993.875180420716,0.781508713209564,0.151111657630789,5.17070535944185,2.33212028449456e-07,1.55516007808554e-05,"SEC62"
"24","ENSG00000010278",3483.30962581024,0.394007234336946,0.124948034774463,3.15380814216348,0.00161154994608453,0.0215646870118725,"CD9"
"25","ENSG00000010361",178.191173998443,-0.713403597972759,0.196409826716558,-3.63931133236901,0.000273368137047183,0.00552572532407961,"FUZ"
"26","ENSG00000010379",7.56153760736996,-1.75203087462563,0.358943909956021,-4.16209887348766,3.15335750337269e-05,0.000979786250893136,"SLC6A13"
"27","ENSG00000011201",1063.40721149167,1.09027662875295,0.212303289606133,5.13085498757533,2.88429055302211e-07,1.87965844091752e-05,"ANOS1"
"28","ENSG00000011332",134.894113494556,-0.926775464225681,0.196108355161203,-4.72744216544939,2.27365794165533e-06,0.00010970399568487,"DPF1"
"29","ENSG00000012048",891.137402023777,0.462606658986915,0.164610688785736,2.81027499208379,0.00494991867500894,0.0489746377101052,"BRCA1"
"30","ENSG00000012171",958.595244112296,0.647474131652981,0.169514620226179,3.81912785891123,0.000133924336397781,0.00311126074094475,"SEMA3B"
"31","ENSG00000012232",2801.33347024529,0.600863970784165,0.147771230212862,4.06692275009438,4.76380258860449e-05,0.00136015712031962,"EXTL3"
"32","ENSG00000012779",334.083540402393,-1.00457308477646,0.147672728993737,-6.79686189736535,1.06922501401555e-11,2.25910362961265e-09,"ALOX5"
"33","ENSG00000013392",75.0046373271262,-0.714055576664174,0.222049889854487,-3.21181075806458,0.00131901230051623,0.018593691866778,"RWDD2A"
"34","ENSG00000016402",8.57854823426763,-1.07189956732887,0.359759864784845,-2.89344634221846,0.00381039389964903,0.0404905405937089,"IL20RA"
"35","ENSG00000017797",2926.63476234992,-0.513410914128735,0.109829648890466,-4.67504026104722,2.93895956746732e-06,0.000136416872640352,"RALBP1"
"36","ENSG00000018510",2341.201377244,0.455002782955218,0.121462702558911,3.74641611526489,0.000179378948916863,0.00392638414684763,"AGPS"
"37","ENSG00000018699",497.016500262255,-0.442015995708799,0.154107340457592,-2.86847374231853,0.00412457432878056,0.0427847317453661,"TTC27"
"38","ENSG00000019169",159.235359611877,-1.73824717586987,0.208703303044211,-8.29340948075806,1.10047689710854e-16,5.81283481020067e-14,"MARCO"
